month,price,area
2021-10,6.368181818181818,Yorkshire & Humber
2021-11,6.413636363636363,Yorkshire & Humber
2021-12,6.4363636363636365,Yorkshire & Humber
2022-01,6.504545454545454,Yorkshire & Humber
2022-02,6.5590909090909095,Yorkshire & Humber
2022-03,6.779166666666666,Yorkshire & Humber
2022-04,6.695454545454546,Yorkshire & Humber
2022-05,6.722727272727273,Yorkshire & Humber
2022-06,6.7124999999999995,Yorkshire & Humber
2022-07,6.8625,Yorkshire & Humber
2022-08,7.040000000000001,Yorkshire & Humber
2022-09,6.870833333333334,Yorkshire & Humber
2022-10,6.9375,Yorkshire & Humber
2022-11,6.9375,Yorkshire & Humber
2022-12,6.958333333333333,Yorkshire & Humber
2023-01,7,Yorkshire & Humber
2023-02,7,Yorkshire & Humber
2023-03,7.016666666666667,Yorkshire & Humber
2023-04,7.125,Yorkshire & Humber
2023-05,7,Yorkshire & Humber
2023-06,7.175,Yorkshire & Humber
2023-07,7.175,Yorkshire & Humber
2023-08,7.145454545454545,Yorkshire & Humber
2023-09,6.9,Yorkshire & Humber
2023-10,6.995454545454546,Yorkshire & Humber
2023-11,7,Yorkshire & Humber
2023-12,7,Yorkshire & Humber
2024-01,7.0249999999999995,Yorkshire & Humber
2024-02,7.241666666666667,Yorkshire & Humber
2024-03,7.241666666666667,Yorkshire & Humber
2024-04,7.283333333333334,Yorkshire & Humber
2024-05,7.258333333333333,Yorkshire & Humber
2024-06,7.258333333333333,Yorkshire & Humber
2024-07,7.258333333333333,Yorkshire & Humber
2024-08,7.490909090909091,Yorkshire & Humber
2024-09,7.490909090909091,Yorkshire & Humber
2002-02,4.14375,North West
2002-03,4.121875,North West
2002-04,4.120588235294117,North West
2002-05,4.121875,North West
2002-06,4.134375,North West
2002-07,4.171428571428572,North West
2002-08,4.061538461538461,North West
2002-09,4.16875,North West
2002-10,4.1875,North West
2002-11,4.2,North West
2002-12,4.26,North West
2003-01,4.228125,North West
2003-02,4.485714285714286,North West
2003-03,4.485714285714286,North West
2003-04,4.4071428571428575,North West
2003-05,4.4071428571428575,North West
2003-06,4.433333333333334,North West
2003-07,4.415384615384616,North West
2003-08,4.425,North West
2003-09,4.484615384615385,North West
2003-10,4.442857142857143,North West
2003-11,4.442857142857143,North West
2003-12,4.442857142857143,North West
2004-01,4.438461538461539,North West
2004-02,4.303846153846154,North West
2004-03,4.339285714285714,North West
2004-04,4.3566666666666665,North West
2004-05,4.37,North West
2004-06,4.410714285714286,North West
2004-07,4.439285714285714,North West
2004-08,4.439285714285714,North West
2004-09,4.416666666666667,North West
2004-10,4.456666666666666,North West
2004-11,4.483333333333333,North West
2004-12,4.489999999999999,North West
2005-01,4.453571428571428,North West
2005-02,4.368181818181818,North West
2005-03,4.370833333333334,North West
2005-04,4.3954545454545455,North West
2005-05,4.326923076923077,North West
2005-06,4.404166666666667,North West
2005-07,4.4192307692307695,North West
2005-08,4.4192307692307695,North West
2005-09,4.414285714285714,North West
2005-10,4.414285714285714,North West
2005-11,4.414285714285714,North West
2005-12,4.414285714285714,North West
2006-01,4.421428571428572,North West
2006-02,4.45,North West
2006-03,4.369230769230769,North West
2006-04,4.369230769230769,North West
2006-05,4.575,North West
2006-06,4.478571428571429,North West
2006-07,4.478571428571429,North West
2006-08,4.55,North West
2006-09,4.3999999999999995,North West
2006-10,4.533333333333333,North West
2006-11,4.554545454545455,North West
2006-12,4.6000000000000005,North West
2007-01,4.636363636363637,North West
2007-02,4.632142857142857,North West
2007-03,4.632142857142857,North West
2007-04,4.7250000000000005,North West
2007-05,4.7250000000000005,North West
2007-06,4.7250000000000005,North West
2007-07,4.7250000000000005,North West
2007-08,4.7250000000000005,North West
2007-09,4.7250000000000005,North West
2007-10,4.642307692307693,North West
2007-11,4.757692307692308,North West
2007-12,4.757692307692308,North West
2008-01,4.720833333333333,North West
2008-02,4.9783333333333335,North West
2008-03,4.9783333333333335,North West
2008-04,5,North West
2008-05,5.021428571428571,North West
2008-06,5.083333333333333,North West
2008-07,5.083333333333333,North West
2008-08,5.042857142857143,North West
2008-09,5.042857142857143,North West
2008-10,5.1499999999999995,North West
2008-11,5.08,North West
2008-12,5.331666666666667,North West
2009-01,5.243333333333333,North West
2009-02,5.178571428571429,North West
2009-03,5.008181818181819,North West
2009-04,5.185714285714285,North West
2009-05,5.092307692307693,North West
2009-06,5.164285714285714,North West
2009-07,5.164285714285714,North West
2009-08,5.164285714285714,North West
2009-09,5.16,North West
2009-10,5.153333333333333,North West
2009-11,5.15,North West
2009-12,5.180000000000001,North West
2010-01,5.1466666666666665,North West
2010-02,5.1466666666666665,North West
2010-03,5.233333333333333,North West
2010-04,5.233333333333333,North West
2010-05,5.216875,North West
2010-06,5.216875,North West
2010-07,5.2780000000000005,North West
2010-08,5.304375,North West
2010-09,5.298,North West
2010-10,5.310625,North West
2010-11,5.4046666666666665,North West
2010-12,5.329375,North West
2011-01,5.424666666666667,North West
2011-02,5.3646666666666665,North West
2011-03,5.423125,North West
2011-04,5.4446666666666665,North West
2011-05,5.435625,North West
2011-06,5.435625,North West
2011-07,5.469285714285713,North West
2011-08,5.435625,North West
2011-09,5.478,North West
2011-10,5.4446666666666665,North West
2011-11,5.448125,North West
2011-12,5.474375,North West
2012-01,5.486,North West
2012-02,5.4350000000000005,North West
2012-03,5.327857142857143,North West
2012-04,5.583846153846154,North West
2012-05,5.512666666666666,North West
2012-06,5.456428571428572,North West
2012-07,5.526,North West
2012-08,5.539333333333333,North West
2012-09,5.332666666666666,North West
2012-10,5.411875,North West
2012-11,5.377857142857143,North West
2012-12,5.449285714285714,North West
2013-01,5.4126666666666665,North West
2013-02,5.206428571428572,North West
2013-03,5.213571428571428,North West
2013-04,5.212666666666666,North West
2013-05,5.049375,North West
2013-06,5.1193333333333335,North West
2013-07,5.142142857142857,North West
2013-08,5.136875,North West
2013-09,5.2459999999999996,North West
2013-10,5.136875,North West
2013-11,5.132666666666666,North West
2013-12,5.136875,North West
2014-01,5.139333333333334,North West
2014-02,5.12,North West
2014-03,5.321428571428571,North West
2014-04,5.057142857142857,North West
2014-05,5.057142857142857,North West
2014-06,5.046153846153846,North West
2014-07,5.256428571428572,North West
2014-08,5.256428571428572,North West
2014-09,5.256428571428572,North West
2014-10,5.4325,North West
2014-11,5.440833333333334,North West
2014-12,5.345384615384615,North West
2015-01,5.345384615384615,North West
2015-02,5.4075,North West
2015-03,5.424166666666667,North West
2015-04,5.368461538461539,North West
2015-05,5.414615384615384,North West
2015-06,5.414615384615384,North West
2015-07,5.414615384615384,North West
2015-08,5.437692307692307,North West
2015-09,5.449285714285715,North West
2015-10,5.4325,North West
2015-11,5.445384615384616,North West
2015-12,5.5075,North West
2016-01,5.468461538461539,North West
2016-02,5.327857142857143,North West
2016-03,5.327857142857143,North West
2016-04,5.2860000000000005,North West
2016-05,5.486875,North West
2016-06,5.526,North West
2016-07,5.526,North West
2016-08,5.552666666666667,North West
2016-09,5.552666666666667,North West
2016-10,5.552666666666667,North West
2016-11,5.5793333333333335,North West
2016-12,5.490666666666667,North West
2017-01,5.490666666666667,North West
2017-02,5.592142857142858,North West
2017-03,5.499375,North West
2017-04,5.446,North West
2017-05,5.543125,North West
2017-06,5.5793333333333335,North West
2017-07,5.586875,North West
2017-08,5.586875,North West
2017-09,5.586875,North West
2017-10,5.592666666666667,North West
2017-11,5.577857142857143,North West
2017-12,5.4354545454545455,North West
2018-01,5.545384615384616,North West
2018-02,5.580909090909091,North West
2018-03,5.637692307692307,North West
2018-04,5.5825,North West
2018-05,5.537692307692307,North West
2018-06,5.4692307692307685,North West
2018-07,5.541666666666667,North West
2018-08,5.6850000000000005,North West
2018-09,5.711538461538462,North West
2018-10,5.646428571428571,North West
2018-11,5.5249999999999995,North West
2018-12,5.4399999999999995,North West
2019-01,5.569230769,North West
2019-02,5.592307692307693,North West
2019-03,5.623076923076923,North West
2019-04,5.495833333333334,North West
2019-05,5.726923076923077,North West
2019-06,5.726923076923077,North West
2019-07,5.739285714285714,North West
2019-08,5.626923076923077,North West
2019-09,5.739285714285714,North West
2019-10,5.746153846153846,North West
2019-11,5.746153846153846,North West
2019-12,5.758333333333333,North West
2020-01,5.6000000000000005,North West
2020-02,5.792307692307692,North West
2020-03,5.753846153846154,North West
2020-04,5.642857142857143,North West
2020-05,5.727777777777778,North West
2020-06,5.883333333333333,North West
2020-07,5.992857142857143,North West
2020-08,6.0874999999999995,North West
2020-09,5.7749999999999995,North West
2020-10,5.9,North West
2020-11,5.863636363636363,North West
2020-12,5.791666666666667,North West
2021-01,5.854545454545455,North West
2021-02,5.854545454545455,North West
2021-03,6.28,North West
2021-04,6.239999999999999,North West
2021-05,6.34,North West
2021-06,6.453571428571428,North West
2021-07,6.39,North West
2021-08,6.432142857142857,North West
2021-09,6.403333333333333,North West
2021-10,6.430000000000001,North West
2021-11,6.511538461538462,North West
2021-12,6.363333333333333,North West
2022-01,6.371428571428572,North West
2022-02,6.135714285714286,North West
2022-03,6.089166666666666,North West
2022-04,6.405384615384615,North West
2022-05,6.3707692307692305,North West
2022-06,6.459090909090909,North West
2022-07,6.613636363636363,North West
2022-08,6.5874999999999995,North West
2022-09,6.599230769230768,North West
2022-10,6.599230769230768,North West
2022-11,6.737692307692308,North West
2022-12,6.799230769230769,North West
2023-01,6.799230769230769,North West
2023-02,6.608333333333333,North West
2023-03,6.5249999999999995,North West
2023-04,6.745454545454546,North West
2023-05,6.766666666666667,North West
2023-06,6.6923076923076925,North West
2023-07,6.7,North West
2023-08,6.633333333333333,North West
2023-09,6.6866666666666665,North West
2023-10,6.66,North West
2023-11,6.642857142857143,North West
2023-12,6.692857142857143,North West
2024-01,6.8133333333333335,North West
2024-02,6.863333333333333,North West
2024-03,6.8525,North West
2024-04,6.9775,North West
2024-05,7.022666666666667,North West
2024-06,7.0025,North West
2024-07,7.0025,North West
2024-08,7.0525,North West
2024-09,7.07125,North West
2002-02,4.4125,North
2002-03,4.4125,North
2002-04,4.4625,North
2002-05,4.4625,North
2002-06,4.4625,North
2002-07,4.4625,North
2002-08,4.7,North
2002-09,4.8999999999999995,North
2002-10,4.9,North
2002-11,4.9,North
2002-12,4.8999999999999995,North
2003-01,4.675,North
2003-02,4.675,North
2003-03,4.46,North
2003-04,4.4799999999999995,North
2003-05,4.483333333333333,North
2003-06,4.483333333333333,North
2003-07,4.483333333333333,North
2003-08,4.483333333333333,North
2003-09,4.4799999999999995,North
2003-10,4.533333333333333,North
2003-11,4.54,North
2003-12,4.64,North
2004-01,4.533333333333333,North
2004-02,4.5200000000000005,North
2004-03,4.54,North
2004-04,4.54,North
