name,annual_gross_gbp,season
Shola Shoretire,260000,2023-2024
Myles Peart-Harris,260000,2023-2024
Jordan Clark,260000,2023-2024
Conor Coventry,260000,2023-2024
Tim Iroegbunam,260000,2023-2024
Julio Enciso,520000,2023-2024
Kevin Schade,520000,2023-2024
Morgan Rogers,1040000,2023-2024
Yunus Emre Konak,780000,2023-2024
Tom Lockyer,1040000,2023-2024
Mark Travers,1040000,2023-2024
Ethan Horvath,890000,2023-2024
Marek Rodak,780000,2023-2024
Ben Doak,780000,2023-2024
Curtis Jones,780000,2023-2024
Jarell Quansah,780000,2023-2024
Michael Obafemi,780000,2023-2024
Chiedozie Ogbene,780000,2023-2024
Daiki Hashioka,780000,2023-2024
Mads Juel Andersen,780000,2023-2024
Han-Noah Massengo,780000,2023-2024
Hannes Delcroix,780000,2023-2024
Anass Zaroury,780000,2023-2024
Ameen Al-Dakhil,780000,2023-2024
Jayden Bogle,1040000,2023-2024
Ben Johnson,1040000,2023-2024
Issa Kabore,1040000,2023-2024
Facundo Pellistri,1040000,2023-2024
Hjalmar Ekdal,1040000,2023-2024
Ben Osborn,1040000,2023-2024
Enso González,1040000,2023-2024
Harry Arter,1040000,2023-2024
Dara O&#39;Shea,1040000,2023-2024
Mads Roerslev Rasmussen,1040000,2023-2024
Kobbie Mainoo,1040000,2023-2024
Jordan Amissah,1040000,2023-2024
Ivan Toney,1040000,2023-2024
Jason Steele,1040000,2023-2024
Naouirou Ahamada,1040000,2023-2024
Billy Gilmour,1040000,2023-2024
Scott McKenna,1040000,2023-2024
Oliver Norwood,1040000,2023-2024
Facundo Buonanotte,780000,2023-2024
Shandon Baptiste,780000,2023-2024
Bénie Traoré,520000,2023-2024
Saman Ghoddos,780000,2023-2024
Reece Burke,650000,2023-2024
Carlos Baleba,650000,2023-2024
Loris Karius,520000,2023-2024
Malcolm Ebiowei,520000,2023-2024
Max Lowe,520000,2023-2024
Yasser Larouci,520000,2023-2024
Andrey Santos,520000,2023-2024
Steven Benda,520000,2023-2024
Femi Seriki,520000,2023-2024
George Baldock,520000,2023-2024
Tommy Doyle,520000,2023-2024
Ismaila Coulibaly,520000,2023-2024
Tom King,520000,2023-2024
Mark Gillespie,520000,2023-2024
Jack Hinshelwood,520000,2023-2024
Wes Foderingham,650000,2023-2024
Anis Slimane,650000,2023-2024
William Osula,650000,2023-2024
Brandon Austin,780000,2023-2024
Wayne Hennessey,780000,2023-2024
Andre Brooks,780000,2023-2024
Chris Basham,780000,2023-2024
James McAtee,780000,2023-2024
Luke Thomas,780000,2023-2024
Ashley Phillips,780000,2023-2024
Kieffer Moore,780000,2023-2024
Luke Harris,650000,2023-2024
Enes Ünal,780000,2023-2024
Emiliano Marcondes,780000,2023-2024
Bruno Jordão,780000,2023-2024
Simon Adingra,650000,2023-2024
John Egan,650000,2023-2024
Elijah Adebayo,650000,2023-2024
Craig Dawson,2340000,2023-2024
Steven Alzate,780000,2023-2024
Matt Ritchie,2340000,2023-2024
Matt Targett,5200000,2023-2024
Jorginho,5720000,2023-2024
Reiss Nelson,5200000,2023-2024
Takehiro Tomiyasu,5200000,2023-2024
Diego Carlos,5200000,2023-2024
Pierre-Emile Højbjerg,5200000,2023-2024
Pau Torres,5200000,2023-2024
Raúl Jiménez,5200000,2023-2024
Mykhailo Mudryk,5200000,2023-2024
Michael Olise,5200000,2023-2024
Hugo Lloris,5200000,2023-2024
Levi Colwill,5200000,2023-2024
James Tarkowski,5200000,2023-2024
Edson Álvarez,5200000,2023-2024
Eddie Nketiah,5200000,2023-2024
Eberechi Eze,5200000,2023-2024
Dejan Kulusevski,5720000,2023-2024
Thiago Silva,5720000,2023-2024
André Gomes,5840000,2023-2024
Emiliano Martínez,6240000,2023-2024
Alphonse Areola,6240000,2023-2024
Lucas Digne,6240000,2023-2024
Malang Sarr,6240000,2023-2024
Kieran Trippier,6240000,2023-2024
Lisandro Martínez,6240000,2023-2024
Alexander Isak,6240000,2023-2024
André Onana,6240000,2023-2024
James Ward-Prowse,5980000,2023-2024
John McGinn,6240000,2023-2024
Aaron Ramsdale,6240000,2023-2024
Leon Bailey,6240000,2023-2024
Victor Lindelöf,6240000,2023-2024
Cody Gakpo,6240000,2023-2024
Dominik Szoboszlai,6240000,2023-2024
Dean Henderson,5200000,2023-2024
Carney Chukwuemeka,5200000,2023-2024
Danny Ings,6500000,2023-2024
Joel Matip,5200000,2023-2024
Jurrien Timber,4680000,2023-2024
Mohammed Kudus,4680000,2023-2024
Jack Harrison,4680000,2023-2024
Aaron Wan-Bissaka,4680000,2023-2024
Stefan Ortega Moreno,4680000,2023-2024
Donny van de Beek,4680000,2023-2024
Joe Gomez,4420000,2023-2024
Radu Drăgușin,4420000,2023-2024
David Raya,4420000,2023-2024
Rasmus Højlund,4420000,2023-2024
Pedro Porro,4420000,2023-2024
Diogo Dalot,4420000,2023-2024
Michail Antonio,4420000,2023-2024
Eric Dier,4420000,2023-2024
Michael Keane,4160000,2023-2024
Willian,4680000,2023-2024
Leandro Trossard,4680000,2023-2024
Sven Botman,4680000,2023-2024
Gabriel Magalhães,5200000,2023-2024
Dominic Calvert-Lewin,5200000,2023-2024
Dele Alli,5200000,2023-2024
Ederson,5200000,2023-2024
Amadou Onana,5200000,2023-2024
Tyrone Mings,5200000,2023-2024
Julián Álvarez,5200000,2023-2024
Emerson,4940000,2023-2024
Pablo Sarabia,4680000,2023-2024
Adam Lallana,4680000,2023-2024
Odsonne Edouard,4680000,2023-2024
Richarlison,4680000,2023-2024
Tomas Soucek,4680000,2023-2024
Kevin De Bruyne,20800000,2023-2024
Benoît Badiashile,4680000,2023-2024
Jordan Pickford,6500000,2023-2024
Kurt Zouma,6500000,2023-2024
Ben Davies,4160000,2023-2024
Enzo Fernández,9360000,2023-2024
Phil Foden,11700000,2023-2024
Virgil van Dijk,11440000,2023-2024
Rodri,11440000,2023-2024
Josko Gvardiol,10400000,2023-2024
Ben Chilwell,10400000,2023-2024
Thiago,10400000,2023-2024
Thomas Partey,10400000,2023-2024
Wesley Fofana,10400000,2023-2024
Antony,10400000,2023-2024
Christopher Nkunku,10140000,2023-2024
Bukayo Saka,10140000,2023-2024
Jadon Sancho,10140000,2023-2024
William Saliba,9880000,2023-2024
Heung-min Son,9880000,2023-2024
Harry Maguire,9880000,2023-2024
Declan Rice,12480000,2023-2024
Bruno Fernandes,12480000,2023-2024
Martin Ødegaard,12480000,2023-2024
Bernardo Silva,15600000,2023-2024
Moussa Niakhaté,2340000,2023-2024
Erling Haaland,19500000,2023-2024
Casemiro,18200000,2023-2024
Mohamed Salah,18200000,2023-2024
Raphaël Varane,17680000,2023-2024
Raheem Sterling,16900000,2023-2024
Jack Grealish,15600000,2023-2024
John Stones,13000000,2023-2024
Marcus Rashford,15600000,2023-2024
Kai Havertz,14560000,2023-2024
Gabriel Jesus,13780000,2023-2024
Anthony Martial,13000000,2023-2024
Mason Mount,13000000,2023-2024
Reece James,13000000,2023-2024
Ivan Perisic,9360000,2023-2024
Manuel Akanji,9360000,2023-2024
Moussa Diaby,6760000,2023-2024
Gabriel Martinelli,9360000,2023-2024
Jarrod Bowen,7800000,2023-2024
Joelinton,7800000,2023-2024
Luke Shaw,7800000,2023-2024
Christian Eriksen,7800000,2023-2024
Mateo Kovacic,7800000,2023-2024
Ryan Gravenberch,7800000,2023-2024
Alisson,7800000,2023-2024
Alexis Mac Allister,7800000,2023-2024
Moisés Caicedo,7800000,2023-2024
Diogo Jota,7280000,2023-2024
Darwin Núñez,7280000,2023-2024
Abdoulaye Doucouré,6760000,2023-2024
Bernd Leno,6760000,2023-2024
Matheus Nunes,6760000,2023-2024
Ollie Watkins,6760000,2023-2024
Kalvin Phillips,7800000,2023-2024
Youri Tielemans,7800000,2023-2024
Clément Lenglet,7800000,2023-2024
Cristian Romero,8580000,2023-2024
Trent Alexander-Arnold,9360000,2023-2024
Rúben Dias,9360000,2023-2024
Kyle Walker,9100000,2023-2024
Marc Cucurella,9100000,2023-2024
James Maddison,8840000,2023-2024
Timo Werner,8580000,2023-2024
Ansu Fati,8320000,2023-2024
Ben White,7800000,2023-2024
Nathan Aké,8320000,2023-2024
Andrew Robertson,8320000,2023-2024
Bruno Guimarães,8320000,2023-2024
Lucas Paquetá,7800000,2023-2024
Oleksandr Zinchenko,7800000,2023-2024
Boubacar Kamara,7800000,2023-2024
Justin Kluivert,4160000,2023-2024
Divock Origi,6240000,2023-2024
Morgan Gibbs-White,4160000,2023-2024
David Brooks,2600000,2023-2024
Neto,2600000,2023-2024
Mathias Jensen,2600000,2023-2024
Neal Maupay,2600000,2023-2024
João Pedro,2600000,2023-2024
Joël Veltman,2600000,2023-2024
Pervis Estupiñán,2600000,2023-2024
Solly March,2600000,2023-2024
Conor Gallagher,2600000,2023-2024
Noni Madueke,2600000,2023-2024
Trevoh Chalobah,2600000,2023-2024
James Tomkins,2600000,2023-2024
Jean-Philippe Mateta,2600000,2023-2024
Marc Guéhi,2600000,2023-2024
Nathaniel Clyne,2600000,2023-2024
Beto,2600000,2023-2024
Marcos Senesi,2600000,2023-2024
Robin Olsen,2600000,2023-2024
Seamus Coleman,2860000,2023-2024
Calum Chambers,2600000,2023-2024
Ryan Sessegnon,2860000,2023-2024
Saïd Benrahma,2860000,2023-2024
Mohamed Elneny,2860000,2023-2024
Yves Bissouma,2860000,2023-2024
Luis Díaz,2860000,2023-2024
Adam Webster,2860000,2023-2024
Jairo Riedewald,2860000,2023-2024
Ben Mee,2860000,2023-2024
Chris Richards,2860000,2023-2024
Dan Burn,2860000,2023-2024
Boubacar Traoré,2860000,2023-2024
Sergio Reguilón,2756000,2023-2024
Sergio Reguilón,2756000,2023-2024
Arnaut Danjuma,2730000,2023-2024
Sergio Gómez,2600000,2023-2024
Andreas Pereira,2600000,2023-2024
Antonee Robinson,2600000,2023-2024
Harrison Reed,2600000,2023-2024
Kenny Tete,2600000,2023-2024
Zack Steffen,2392000,2023-2024
Callum Wilson,2392000,2023-2024
Fábio Vieira,2340000,2023-2024
Fabian Schär,2340000,2023-2024
Cheikhou Kouyaté,2340000,2023-2024
Jack Cork,2340000,2023-2024
Josh Brownhill,2340000,2023-2024
Malo Gusto,2340000,2023-2024
Roméo Lavia,2340000,2023-2024
Calvin Bassey,2340000,2023-2024
Mario Lemina,2340000,2023-2024
Bryan Mbeumo,2340000,2023-2024
Lesley Ugochukwu,2340000,2023-2024
Felipe,4160000,2023-2024
Igor,2340000,2023-2024
Pedro Neto,2600000,2023-2024
Max Kilman,2600000,2023-2024
Matt Doherty,2600000,2023-2024
Sean Longstaff,2600000,2023-2024
Wataru Endo,2600000,2023-2024
Albert Sambi Lokonga,2600000,2023-2024
Jérémy Doku,2600000,2023-2024
Oscar Bobb,2600000,2023-2024
Alejandro Garnacho,2600000,2023-2024
Mason Greenwood,2600000,2023-2024
Tino Livramento,2600000,2023-2024
Nayef Aguerd,2600000,2023-2024
Neco Williams,2600000,2023-2024
Serge Aurier,2600000,2023-2024
Taiwo Awoniyi,2600000,2023-2024
Micky van de Ven,2600000,2023-2024
Aaron Cresswell,2600000,2023-2024
Konstantinos Mavropanos,2600000,2023-2024
Emil Krafth,2860000,2023-2024
Will Hughes,2600000,2023-2024
Mahmoud Dahoud,2860000,2023-2024
Cheick Doucouré,3640000,2023-2024
Ben Godfrey,3900000,2023-2024
Douglas Luiz,3900000,2023-2024
Ibrahim Sangaré,3900000,2023-2024
Konstantinos Tsimikas,3900000,2023-2024
Rodrigo Bentancur,3900000,2023-2024
Cédric Soares,3900000,2023-2024
Destiny Udogie,3900000,2023-2024
Guglielmo Vicario,3900000,2023-2024
Ezri Konsa,3900000,2023-2024
Fraser Forster,3900000,2023-2024
Giovani Lo Celso,3640000,2023-2024
Jefferson Lerma,3640000,2023-2024
Brennan Johnson,3640000,2023-2024
Mason Holgate,3640000,2023-2024
Jacob Ramsey,3640000,2023-2024
Emiliano Buendía,3900000,2023-2024
Tyrell Malacia,3900000,2023-2024
Bertrand Traoré,4050000,2023-2024
Kaoru Mitoma,4160000,2023-2024
Chris Wood,4160000,2023-2024
Joe Willock,4160000,2023-2024
Harvey Barnes,4160000,2023-2024
Matty Cash,4160000,2023-2024
Nélson Semedo,4160000,2023-2024
Thilo Kehrer,4160000,2023-2024
Lewis Dunk,4160000,2023-2024
João Palhinha,4160000,2023-2024
Fábio Silva,4160000,2023-2024
Idrissa Gueye,4160000,2023-2024
Axel Disasi,4160000,2023-2024
Cole Palmer,4160000,2023-2024
Joachim Andersen,4160000,2023-2024
Alex Iwobi,4160000,2023-2024
Issa Diop,3640000,2023-2024
Callum Hudson-Odoi,4160000,2023-2024
Angelo Ogbonna,3640000,2023-2024
Sasa Lukic,3276000,2023-2024
Adrián,3120000,2023-2024
Matheus Cunha,3120000,2023-2024
Anthony Gordon,3120000,2023-2024
Tyler Adams,3120000,2023-2024
Nicolò Zaniolo,3120000,2023-2024
Danny Welbeck,3120000,2023-2024
Manor Solomon,3120000,2023-2024
Jeffrey Schlupp,3120000,2023-2024
Daniel Podence,3120000,2023-2024
James Milner,3120000,2023-2024
Scott McTominay,3120000,2023-2024
Nick Pope,3120000,2023-2024
Jakub Kiwior,3016000,2023-2024
Vitaliy Mykolenko,3016000,2023-2024
Dominic Solanke,3640000,2023-2024
Miguel Almirón,3120000,2023-2024
Robert Sánchez,3120000,2023-2024
Maxwel Cornet,3380000,2023-2024
Jonny Evans,3380000,2023-2024
Pape Sarr,3640000,2023-2024
Luis Sinisterra,3380000,2023-2024
Ryan Christie,3640000,2023-2024
Hee-chan Hwang,3640000,2023-2024
Aaron Hickey,3640000,2023-2024
Adama Traoré,3380000,2023-2024
Ibrahima Konaté,3640000,2023-2024
Pascal Groß,3380000,2023-2024
Lukasz Fabianski,3380000,2023-2024
Sofyan Amrabat,3380000,2023-2024
Pablo Fornals,3380000,2023-2024
Timothy Castagne,3380000,2023-2024
Nicolas Jackson,3380000,2023-2024
Wout Weghorst,1820000,2022-2023
Darren Randolph,1820000,2022-2023
Rico Henry,1820000,2022-2023
Tariq Lamptey,1820000,2022-2023
Marcus Tavernier,1820000,2022-2023
Sasa Kalajdzic,1820000,2022-2023
Paul Dummett,1820000,2022-2023
Jonny Otto,1820000,2022-2023
Joel Ward,1820000,2022-2023
Álex Moreno,1820000,2022-2023
Lyanco,1820000,2022-2023
Nathaniel Chalobah,1820000,2022-2023
Ryan Fredericks,1820000,2022-2023
Will Hughes,1820000,2022-2023
Kristoffer Ajer,1820000,2022-2023
Jack Butland,1820000,2022-2023
Emerson,2080000,2022-2023
Keane Lewis-Potter,1820000,2022-2023
Junior Stanislas,1820000,2022-2023
Bryan Gil,2080000,2022-2023
Ainsley Maitland-Niles,1820000,2022-2023
Oliver Skipp,2080000,2022-2023
Matías Viña,1976000,2022-2023
Alex Telles,1950000,2022-2023
Christian Nörgaard,1820000,2022-2023
Adam Smith,1820000,2022-2023
Jacob Murphy,1820000,2022-2023
Chris Mepham,1820000,2022-2023
Marcus Bettinelli,1820000,2022-2023
Javier Manquillo,1820000,2022-2023
Bobby Reid,1820000,2022-2023
Dango Ouattara,1820000,2022-2023
Vladimir Coufal,1820000,2022-2023
Youri Tielemans,1820000,2022-2023
Jack Butland,1820000,2022-2023
Lloyd Kelly,1560000,2022-2023
Jordan Ayew,1820000,2022-2023
Maximilian Wöber,1820000,2022-2023
Elliot Anderson,1560000,2022-2023
Ethan Pinnock,1560000,2022-2023
Ezri Konsa,1560000,2022-2023
Harrison Reed,1560000,2022-2023
Scott Carson,1560000,2022-2023
Máximo Perrone,1560000,2022-2023
Karl Darlow,1560000,2022-2023
Alex Smithies,1560000,2022-2023
Mikkel Damsgaard,1560000,2022-2023
James Garner,1560000,2022-2023
Vitaly Janelt,1560000,2022-2023
Jhon Durán,1560000,2022-2023
Sam Greenwood,1560000,2022-2023
Romain Perraud,1560000,2022-2023
Duje Caleta-Car,2080000,2022-2023
Josh Onomah,1560000,2022-2023
Neeskens Kebano,1560000,2022-2023
Tim Ream,1560000,2022-2023
Eberechi Eze,1560000,2022-2023
Matt Turner,1820000,2022-2023
Harry Wilson,1820000,2022-2023
Gustavo Scarpa,1560000,2022-2023
Steve Cook,1560000,2022-2023
Orel Mangala,1560000,2022-2023
Omar Richards,1560000,2022-2023
David Datro Fofana,1560000,2022-2023
Tom Cairney,1560000,2022-2023
James Justin,1560000,2022-2023
Marvelous Nakamba,1560000,2022-2023
João Gomes,1560000,2022-2023
Hee-chan Hwang,1560000,2022-2023
Illan Meslier,1560000,2022-2023
Jack Stacey,1560000,2022-2023
Kamaldeen Sulemana,2080000,2022-2023
Serge Aurier,2600000,2022-2023
Willy Boly,2080000,2022-2023
Bryan Mbeumo,2340000,2022-2023
Fábio Vieira,2340000,2022-2023
Marc Albrighton,2340000,2022-2023
Moussa Niakhaté,2340000,2022-2023
Caglar Söyüncü,2340000,2022-2023
Ayoze Pérez,2340000,2022-2023
Jack Stephens,2340000,2022-2023
Hamed Junior Traorè,2340000,2022-2023
Michael Olise,2340000,2022-2023
Cheikhou Kouyaté,2340000,2022-2023
Craig Dawson,2340000,2022-2023
André Ayew,2340000,2022-2023
Stuart Dallas,2340000,2022-2023
Asmir Begovic,2340000,2022-2023
Morgan Sanson,2340000,2022-2023
Mario Lemina,2340000,2022-2023
Arnaut Danjuma,2340000,2022-2023
Craig Dawson,2340000,2022-2023
Jamal Lewis,2340000,2022-2023
Ashley Young,2600000,2022-2023
Brennan Johnson,1560000,2022-2023
Taiwo Awoniyi,2600000,2022-2023
Solly March,2600000,2022-2023
Pervis Estupiñán,2600000,2022-2023
Alex McCarthy,2600000,2022-2023
Neto,2600000,2022-2023
Albert Sambi Lokonga,2600000,2022-2023
Callum Wilson,2392000,2022-2023
Ryan Christie,2600000,2022-2023
Alexis Mac Allister,2600000,2022-2023
Tetê,2600000,2022-2023
Mathias Jensen,2600000,2022-2023
Axel Tuanzebe,2600000,2022-2023
Aaron Cresswell,2600000,2022-2023
Keinan Davis,2340000,2022-2023
Diego Llorente,2340000,2022-2023
Remo Freuler,2080000,2022-2023
Tom Heaton,2340000,2022-2023
Kevin Mbabu,2080000,2022-2023
Shane Duffy,2080000,2022-2023
Tosin Adarabioyo,2080000,2022-2023
Rasmus Kristensen,2080000,2022-2023
Robin Koch,2080000,2022-2023
Danny Ward,2080000,2022-2023
Harry Souttar,2080000,2022-2023
Harvey Barnes,2080000,2022-2023
Fábio Carvalho,2080000,2022-2023
Harvey Elliott,2080000,2022-2023
Stefan Bajcetic,2080000,2022-2023
Martin Dubravka,2080000,2022-2023
Fabian Schär,2080000,2022-2023
Jamaal Lascelles,2080000,2022-2023
Martin Dubravka,2080000,2022-2023
Carlos Vinícius,2080000,2022-2023
Andros Townsend,2080000,2022-2023
Tyrick Mitchell,2080000,2022-2023
William Saliba,2080000,2022-2023
Brenden Aaronson,2340000,2022-2023
Matt Ritchie,2340000,2022-2023
Ryan Fraser,2184000,2022-2023
Emmanuel Dennis,2080000,2022-2023
Emile Smith Rowe,2080000,2022-2023
Rob Holding,2080000,2022-2023
Frédéric Guilbert,2080000,2022-2023
Sam Johnstone,2080000,2022-2023
Lewis Cook,2080000,2022-2023
Philip Billing,2080000,2022-2023
Joël Veltman,2080000,2022-2023
Leandro Trossard,2080000,2022-2023
Armando Broja,2080000,2022-2023
Gabriel Slonina,2080000,2022-2023
Paul Onuachu,1560000,2022-2023
Will Dennis,104000,2022-2023
Marquinhos,1560000,2022-2023
James Bree,520000,2022-2023
Cafú,520000,2022-2023
Andy Lonergan,520000,2022-2023
Luke Thomas,520000,2022-2023
Anthony Gordon,520000,2022-2023
Matija Sarkic,520000,2022-2023
Toti Gomes,520000,2022-2023
Mark Gillespie,520000,2022-2023
Kevin Schade,520000,2022-2023
Pape Sarr,520000,2022-2023
Loris Karius,520000,2022-2023
Rhys Williams,520000,2022-2023
Harrison Ashby,520000,2022-2023
Caoimhín Kelleher,520000,2022-2023
Chiquinho,520000,2022-2023
Daniel Bentley,520000,2022-2023
Julio Enciso,520000,2022-2023
Kaoru Mitoma,520000,2022-2023
Danilo,1560000,2022-2023
Rayan Aït-Nouri,520000,2022-2023
Joe Worrall,780000,2022-2023
Crysencio Summerville,780000,2022-2023
Kieffer Moore,780000,2022-2023
Emiliano Marcondes,780000,2022-2023
Curtis Jones,780000,2022-2023
Max Kilman,780000,2022-2023
Ellis Simms,780000,2022-2023
Juan Larios,780000,2022-2023
Samuel Edozie,780000,2022-2023
Shandon Baptiste,780000,2022-2023
Sam Surridge,780000,2022-2023
Armel Bella-Kotchap,780000,2022-2023
Wayne Hennessey,780000,2022-2023
Jamal Lowe,624000,2022-2023
Jakub Moder,520000,2022-2023
Kristoffer Klaesson,520000,2022-2023
Loïc Mbe Soh,520000,2022-2023
Tom McGill,520000,2022-2023
Malcolm Ebiowei,520000,2022-2023
Fin Stevens,260000,2022-2023
Joe Hodge,260000,2022-2023
Rico Lewis,260000,2022-2023
Eldin Jakupovic,260000,2022-2023
Levi Colwill,260000,2022-2023
Shola Shoretire,260000,2022-2023
Anthony Elanga,260000,2022-2023
Alex Mighten,180000,2022-2023
James Hill,156000,2022-2023
Connor Ronan,156000,2022-2023
Chem Campbell,130000,2022-2023
Jordan Smith,130000,2022-2023
Cody Drameh,130000,2022-2023
Leo Fuhr Hjelde,104000,2022-2023
Neco Williams,2600000,2022-2023
Jan Paul van Hecke,260000,2022-2023
Hugo Bueno,260000,2022-2023
Conor Coventry,260000,2022-2023
Yerson Mosquera,416000,2022-2023
Joe Rothwell,416000,2022-2023
Siriki Dembélé,416000,2022-2023
Ben Pearson,416000,2022-2023
Jordan Zemura,416000,2022-2023
Charlie Goode,416000,2022-2023
Yasin Ayari,416000,2022-2023
Tino Livramento,416000,2022-2023
Louie Moulden,260000,2022-2023
Matthew Longstaff,390000,2022-2023
Brandon Austin,390000,2022-2023
Alfie Whiteman,390000,2022-2023
Tyrese Francois,364000,2022-2023
Lewis Hall,364000,2022-2023
Teden Mengi,260000,2022-2023
Harry Toffolo,780000,2022-2023
Facundo Buonanotte,780000,2022-2023
Calvin Ramsay,780000,2022-2023
Nathan Collins,1040000,2022-2023
Sékou Mara,1300000,2022-2023
Zanka,1300000,2022-2023
Yoane Wissa,1300000,2022-2023
Thomas Strakosha,1300000,2022-2023
Djed Spence,1300000,2022-2023
Sergi Canós,1300000,2022-2023
Pontus Jansson,1300000,2022-2023
Japhet Tanganga,1300000,2022-2023
Frank Onyeka,1300000,2022-2023
David Raya,1300000,2022-2023
Flynn Downes,1300000,2022-2023
Jaidon Anthony,1300000,2022-2023
Ilya Zabarnyi,1300000,2022-2023
Darren Randolph,1300000,2022-2023
José Sá,1300000,2022-2023
Roméo Lavia,1300000,2022-2023
Mohammed Salisu,1300000,2022-2023
Carlos Alcaraz,1300000,2022-2023
