name,annual_gross_gbp,season
Marco Amelia,557000,2015-2016
Obbi Oulare,557000,2015-2016
Matt Grimes,520000,2015-2016
Sam Gallagher,520000,2015-2016
Heurelho Gomes,780000,2015-2016
Brandon Barker,520000,2015-2016
Harry Winks,520000,2015-2016
Jesse Lingard,520000,2015-2016
João Carlos Teixeira,520000,2015-2016
Joe Gomez,520000,2015-2016
Diafra Sakho,1040000,2015-2016
Kelechi Iheanacho,520000,2015-2016
Curtis Good,624000,2015-2016
Rhoys Wiggins,650000,2015-2016
Charlie Daniels,676000,2015-2016
Craig Cathcart,676000,2015-2016
Joel Ekstrand,780000,2015-2016
Juan Carlos Paredes,780000,2015-2016
Guillermo Varela,780000,2015-2016
Jack Grealish,780000,2015-2016
Bertrand Traoré,780000,2015-2016
Matt Miazga,780000,2015-2016
Paul Dummett,780000,2015-2016
Karl Darlow,780000,2015-2016
Jamaal Lascelles,780000,2015-2016
Brendan Galloway,780000,2015-2016
Doneil Henry,780000,2015-2016
Ivo Pinto,702000,2015-2016
Steve Cook,676000,2015-2016
Joshua King,676000,2015-2016
Declan Rudd,676000,2015-2016
Ayoze Pérez,1040000,2015-2016
Craig Gardner,1456000,2015-2016
Andreas Pereira,1040000,2015-2016
Tony Hibbert,1300000,2015-2016
Tiago Ilori,1300000,2015-2016
Kenedy,1300000,2015-2016
Chung-yong Lee,1300000,2015-2016
Joe Ledley,1300000,2015-2016
Julián Speroni,1300000,2015-2016
Martin Kelly,1300000,2015-2016
Muhamed Besic,1300000,2015-2016
Andy King,1300000,2015-2016
Russell Martin,1300000,2015-2016
Danny Drinkwater,1300000,2015-2016
Danny Simpson,1300000,2015-2016
Matty James,1300000,2015-2016
Divock Origi,1300000,2015-2016
Alexander Tettey,1300000,2015-2016
Cameron Jerome,1300000,2015-2016
Martin Olsson,1300000,2015-2016
Leandro Bacuna,1300000,2015-2016
Miguel Britos,1300000,2015-2016
Dwight Gayle,1352000,2015-2016
Gareth McAuley,1352000,2015-2016
Mohamed Elneny,1560000,2015-2016
Cheikhou Kouyaté,1560000,2015-2016
Kevin Wimmer,1560000,2015-2016
Danny Rose,1560000,2015-2016
Lewis Grabban,1508000,2015-2016
Maarten Stekelenburg,1482000,2015-2016
Ola Toivonen,1457000,2015-2016
Jordan Veretout,1456000,2015-2016
Maya Yoshida,1456000,2015-2016
Glenn Murray,1456000,2015-2016
Jordon Mutch,1456000,2015-2016
Carles Gil,1456000,2015-2016
Callum McManaman,1456000,2015-2016
Graham Dorrans,1404000,2015-2016
Benik Afobe,1404000,2015-2016
Nathan Redmond,1300000,2015-2016
Glenn Whelan,1300000,2015-2016
Harry Arter,1040000,2015-2016
Ryan Mason,1040000,2015-2016
Kristoffer Nordfeldt,1144000,2015-2016
Ikechi Anya,1144000,2015-2016
Steven Berghuis,1144000,2015-2016
Alberto Paloschi,1144000,2015-2016
Marvin Emnes,1144000,2015-2016
Liam Moore,1040000,2015-2016
Jack Butland,1040000,2015-2016
Gary O&#39;Neil,1040000,2015-2016
Marc Muniesa,1300000,2015-2016
Daniel Amartey,1040000,2015-2016
Cuco Martina,1040000,2015-2016
Alex Pritchard,1040000,2015-2016
Joel Robles,1040000,2015-2016
Tommy Elphick,1040000,2015-2016
Patrick Bamford,1040000,2015-2016
Marcin Wasilewski,1040000,2015-2016
Paddy McNair,1144000,2015-2016
Vito Mannone,1170000,2015-2016
Kieran Richardson,1170000,2015-2016
Adama Traoré,1170000,2015-2016
Adam Matthews,1300000,2015-2016
Costel Pantilimon,1300000,2015-2016
Patrick van Aanholt,1300000,2015-2016
Craig Dawson,1300000,2015-2016
James McClean,1300000,2015-2016
Saido Berahino,1300000,2015-2016
Joey O&#39;Brien,1300000,2015-2016
Michail Antonio,1300000,2015-2016
Sam Byram,1300000,2015-2016
Bryan Oviedo,1258000,2015-2016
Aly Cissokho,1248000,2015-2016
Valentin Roberge,1222000,2015-2016
Andre Wisdom,1196000,2015-2016
Cristian Gamboa,1196000,2015-2016
Max Gradel,1196000,2015-2016
Will Keane,520000,2015-2016
Joe Ward,20800,2015-2016
Stéphane Zubar,520000,2015-2016
Oliver Shenton,26000,2015-2016
Joe Rodon,39000,2015-2016
Daniel James,39000,2015-2016
Joe Riley,39000,2015-2016
Lewis Page,36000,2015-2016
Amos Nasha,34000,2015-2016
Josh Cullen,31000,2015-2016
Nathan Mavila,31000,2015-2016
Lynden Gooch,26000,2015-2016
Matt Butcher,21000,2015-2016
Shaun Donnellan,26000,2015-2016
Jordan Green,26000,2015-2016
Callum Williams,26000,2015-2016
Niall Mason,26000,2015-2016
James Horsfield,26000,2015-2016
Jamie Sterry,26000,2015-2016
Tom Beadling,26000,2015-2016
Leo Chambers,39000,2015-2016
Jacob Blyth,39000,2015-2016
Jonny Maddison,39000,2015-2016
Connor Dymond,42000,2015-2016
Jindrich Stanek,52000,2015-2016
Luke Brattan,52000,2015-2016
Djair Parfitt-Williams,52000,2015-2016
Luke Croll,52000,2015-2016
Matt Macey,52000,2015-2016
Alex Pike,52000,2015-2016
Charlie Colkett,52000,2015-2016
Cameron Borthwick-Jackson,52000,2015-2016
Remi Matthews,52000,2015-2016
Dean Henderson,52000,2015-2016
Josh Wakefield,47000,2015-2016
Callum Connolly,47000,2015-2016
Kieran Dowell,47000,2015-2016
Jonjoe Kenny,42000,2015-2016
George Honeyman,42000,2015-2016
Callum Buckley,21000,2015-2016
Jordan Holmes,20800,2015-2016
Jack Stephens,520000,2015-2016
Keinan Davis,20800,2015-2016
Marcus Browne,20800,2015-2016
Cameron Carter-Vickers,20800,2015-2016
Joe Quigley,20800,2015-2016
Easah Suliman,20800,2015-2016
Jonathan Leko,20800,2015-2016
Josh Pask,20800,2015-2016
Liam Gibson,20800,2015-2016
Regan Poole,20800,2015-2016
Sam Surridge,20800,2015-2016
Tyler Roberts,20800,2015-2016
Andre Green,20800,2015-2016
Jordan Lee,20800,2015-2016
Ben Chilwell,20800,2015-2016
Rushian Hepburn-Murphy,20800,2015-2016
Ro-Shaun Williams,20800,2015-2016
Fikayo Tomori,20800,2015-2016
Corey Blackett-Taylor,20800,2015-2016
Jack Simpson,20800,2015-2016
Kyle Edwards,20800,2015-2016
Manu García,20800,2015-2016
Reece Oxford,20800,2015-2016
Sam Field,20800,2015-2016
Conor Masterson,20800,2015-2016
Josh Robson,20800,2015-2016
Chris Willock,20800,2015-2016
Timothy Fosu-Mensah,20800,2015-2016
Axel Tuanzebe,20800,2015-2016
Krystian Bielik,20800,2015-2016
Corey Jordan,20800,2015-2016
Cameron Humphreys,20800,2015-2016
Sam Howes,20800,2015-2016
Marius Adamonis,20800,2015-2016
Luke Dreher,20800,2015-2016
Ben Sheaf,20800,2015-2016
Olufela Olomola,20800,2015-2016
Sullay Kaikai,62000,2015-2016
Kevin Mbabu,62000,2015-2016
Daniel Bachmann,62000,2015-2016
Tyias Browning,260000,2015-2016
Darren Randolph,312000,2015-2016
Tammy Abraham,312000,2015-2016
Benjamin Siegrist,286000,2015-2016
Marcus Rashford,260000,2015-2016
Joel Pereira,260000,2015-2016
Liam Shephard,260000,2015-2016
Ivan Toney,260000,2015-2016
Tosin Adarabioyo,260000,2015-2016
Kwesi Appiah,62000,2015-2016
Kyle Walker-Peters,260000,2015-2016
Dionatan Teixeira,260000,2015-2016
Luke McGee,260000,2015-2016
Sean Goss,260000,2015-2016
Aleix García,260000,2015-2016
Rolando Aarons,260000,2015-2016
Kasey Palmer,260000,2015-2016
David Faupala,319000,2015-2016
Shaun MacDonald,364000,2015-2016
Sean Murray,390000,2015-2016
Mason Holgate,390000,2015-2016
Steve Harper,520000,2015-2016
Harrison Reed,520000,2015-2016
Jakob Haugaard,520000,2015-2016
Tom Carroll,520000,2015-2016
Jake Kean,520000,2015-2016
Marc Pugh,468000,2015-2016
Eunan O&#39;Kane,468000,2015-2016
Ruben Loftus-Cheek,442000,2015-2016
Stephen Hendrie,416000,2015-2016
Tokelo Rantie,416000,2015-2016
Ben Hamer,416000,2015-2016
Sam Johnstone,416000,2015-2016
Kenji Gorré,416000,2015-2016
Richard Wright,416000,2015-2016
Jamal Blackman,416000,2015-2016
Rees Greenwood,208000,2015-2016
Raphael Spiegel,208000,2015-2016
Brad Smith,208000,2015-2016
Alex Iwobi,104000,2015-2016
George Glendon,78000,2015-2016
Freddie Woodman,78000,2015-2016
Jerome Sinclair,78000,2015-2016
Pedro Chirivella,78000,2015-2016
George Waring,78000,2015-2016
Jake Clarke-Salter,78000,2015-2016
Kevin Toner,78000,2015-2016
Jordan Rossiter,78000,2015-2016
Jordan Lyden,78000,2015-2016
Ryan Kent,78000,2015-2016
Joe Maguire,78000,2015-2016
George Dobson,78000,2015-2016
Donald Love,78000,2015-2016
Hiram Boateng,68000,2015-2016
Angeliño,62400,2015-2016
Rene Gilmartin,96000,2015-2016
Jerell Sellars,104000,2015-2016
Ryan Seager,208000,2015-2016
Ismaël Bennacer,104000,2015-2016
Danny Ward,182000,2015-2016
Josh Vickers,182000,2015-2016
Sheyi Ojo,156000,2015-2016
James Weir,156000,2015-2016
Jordan Brown,156000,2015-2016
Stephen Kingsley,156000,2015-2016
Tom Davies,156000,2015-2016
Ola Aina,130000,2015-2016
Matthew Pennington,130000,2015-2016
Jack Rose,104000,2015-2016
Cameron Brannagan,104000,2015-2016
Bradley Watkins,104000,2015-2016
Joe Rothwell,104000,2015-2016
Connor Randall,104000,2015-2016
Bersant Celina,104000,2015-2016
Jordi Amat,1560000,2015-2016
Willy Caballero,2340000,2015-2016
Alan Hutton,1560000,2015-2016
Fabricio Coloccini,3120000,2015-2016
Angelo Ogbonna,3120000,2015-2016
Salomón Rondón,3120000,2015-2016
Fabio Borini,3120000,2015-2016
Connor Wickham,3120000,2015-2016
Scott Dann,3120000,2015-2016
Gareth Barry,3120000,2015-2016
Georginio Wijnaldum,3120000,2015-2016
Aleksandar Mitrovic,3120000,2015-2016
Mathieu Flamini,2860000,2015-2016
Adnan Januzaj,3120000,2015-2016
Aleksandar Kolarov,2971000,2015-2016
Tomas Rosicky,2912000,2015-2016
Juan Iturbe,2882000,2015-2016
Alex Oxlade-Chamberlain,2866000,2015-2016
Mousa Dembélé,2860000,2015-2016
Andros Townsend,2860000,2015-2016
Winston Reid,3120000,2015-2016
Mame Diouf,3380000,2015-2016
Alberto Moreno,3380000,2015-2016
Xherdan Shaqiri,3380000,2015-2016
Dimitri Payet,3640000,2015-2016
Emmanuel Adebayor,3640000,2015-2016
Dejan Lovren,3640000,2015-2016
Kolo Touré,3640000,2015-2016
Martin Skrtel,3640000,2015-2016
Nemanja Matic,3640000,2015-2016
André Ayew,3640000,2015-2016
Jamie Vardy,3640000,2015-2016
Chris Smalling,3640000,2015-2016
Leighton Baines,3640000,2015-2016
Kevin Mirallas,3640000,2015-2016
Andy Carroll,3640000,2015-2016
Mikel Arteta,3640000,2015-2016
Christian Eriksen,3380000,2015-2016
Sergio Romero,3380000,2015-2016
Simon Mignolet,2860000,2015-2016
Charlie Austin,2860000,2015-2016
Jonas Olsson,2340000,2015-2016
Gerard Deulofeu,2496000,2015-2016
Aaron Lennon,2600000,2015-2016
Harry Kane,2600000,2015-2016
Phil Jagielka,2600000,2015-2016
Gabriel Paulista,2600000,2015-2016
Asmir Begovic,2600000,2015-2016
Phil Jones,2600000,2015-2016
Mario Suárez,2496000,2015-2016
John O&#39;Shea,2444000,2015-2016
Bafétimbi Gomis,2860000,2015-2016
Jonny Evans,2444000,2015-2016
José Fonte,2444000,2015-2016
Kieran Gibbs,2392000,2015-2016
Joleon Lescott,2340000,2015-2016
Héctor Bellerín,2340000,2015-2016
Ashley Williams,2340000,2015-2016
Matteo Darmian,2340000,2015-2016
Jonjo Shelvey,2600000,2015-2016
Lukasz Fabianski,2600000,2015-2016
James McCarthy,2600000,2015-2016
Mark Noble,2600000,2015-2016
David Ospina,2860000,2015-2016
José Enrique,2860000,2015-2016
Charles N&#39;Zogbia,2860000,2015-2016
Bakary Sako,2860000,2015-2016
Kyle Walker,2860000,2015-2016
Joe Allen,2860000,2015-2016
Darren Fletcher,2704000,2015-2016
Adam Johnson,2600000,2015-2016
Pedro Obiang,2600000,2015-2016
Yann M&#39;Vila,2600000,2015-2016
Steven Pienaar,2600000,2015-2016
Tom Cleverley,2600000,2015-2016
Ben Foster,2600000,2015-2016
Micah Richards,2600000,2015-2016
Lee Cattermole,2600000,2015-2016
Nathaniel Clyne,3900000,2015-2016
Lucas Leiva,3900000,2015-2016
Daley Blind,3900000,2015-2016
Ashley Young,6240000,2015-2016
Alexis Sánchez,7280000,2015-2016
James Milner,7280000,2015-2016
Alex Song,6834000,2015-2016
Daniel Sturridge,6760000,2015-2016
Joe Hart,6760000,2015-2016
Memphis Depay,6240000,2015-2016
Nicolás Otamendi,6240000,2015-2016
Danny Welbeck,5980000,2015-2016
Danny Ings,3900000,2015-2016
Ander Herrera,5980000,2015-2016
Luke Shaw,5720000,2015-2016
Pablo Zabaleta,5720000,2015-2016
Anthony Martial,5720000,2015-2016
Philippe Coutinho,5720000,2015-2016
Aaron Ramsey,5720000,2015-2016
Marcos Rojo,5720000,2015-2016
Theo Walcott,7280000,2015-2016
Mesut Özil,7280000,2015-2016
Falcao,7800000,2015-2016
Oscar,7800000,2015-2016
Aaron Cresswell,1560000,2015-2016
Bastian Schweinsteiger,12480000,2015-2016
Wayne Rooney,12220000,2015-2016
David de Gea,10400000,2015-2016
Yaya Touré,9880000,2015-2016
Eden Hazard,9286000,2015-2016
John Terry,9100000,2015-2016
Cesc Fàbregas,8569000,2015-2016
Sergio Agüero,8320000,2015-2016
Juan Mata,8320000,2015-2016
Samir Nasri,7800000,2015-2016
Raheem Sterling,7800000,2015-2016
Kevin De Bruyne,7800000,2015-2016
Diego Costa,7800000,2015-2016
Vincent Kompany,7800000,2015-2016
Roberto Firmino,5200000,2015-2016
Morgan Schneiderlin,5200000,2015-2016
Fernandinho,5200000,2015-2016
Mamadou Sakho,4420000,2015-2016
Hugo Lloris,4160000,2015-2016
Martín Demichelis,4160000,2015-2016
Jack Wilshere,4160000,2015-2016
Bacary Sagna,4160000,2015-2016
Fabian Delph,4160000,2015-2016
Jordan Henderson,4160000,2015-2016
Adam Lallana,4160000,2015-2016
Romelu Lukaku,4160000,2015-2016
Loïc Rémy,4160000,2015-2016
Erik Lamela,4160000,2015-2016
Toby Alderweireld,4160000,2015-2016
César Azpilicueta,4160000,2015-2016
Branislav Ivanovic,4160000,2015-2016
Jermain Defoe,4160000,2015-2016
Pedro,4129000,2015-2016
Gary Cahill,4160000,2015-2016
Heung-min Son,4420000,2015-2016
Michael Carrick,5200000,2015-2016
Jesús Navas,4420000,2015-2016
Eliaquim Mangala,5200000,2015-2016
Wilfried Bony,5200000,2015-2016
Petr Cech,5200000,2015-2016
Thibaut Courtois,5200000,2015-2016
Fernando,5200000,2015-2016
Christian Benteke,5200000,2015-2016
Gaël Clichy,4940000,2015-2016
Santi Cazorla,4680000,2015-2016
Laurent Koscielny,4680000,2015-2016
Willian,4680000,2015-2016
Marouane Fellaini,4680000,2015-2016
Olivier Giroud,4680000,2015-2016
Per Mertesacker,4680000,2015-2016
Yohan Cabaye,4446000,2015-2016
Antonio Valencia,4420000,2015-2016
Nacer Chadli,2340000,2015-2016
David Silva,8320000,2015-2016
Emre Can,2340000,2015-2016
Steven Davis,1768000,2015-2016
Geoff Cameron,1820000,2015-2016
Carlos Sánchez,1820000,2015-2016
Jordon Ibe,1820000,2015-2016
Sebastian Larsson,1820000,2015-2016
Yoan Gouffran,1820000,2015-2016
Fraizer Campbell,1820000,2015-2016
Victor Wanyama,1768000,2015-2016
Alex McCarthy,1768000,2015-2016
Artur Boruc,1664000,2015-2016
Claudio Yacob,1716000,2015-2016
James Chester,1716000,2015-2016
Stephen Ireland,1690000,2015-2016
Jordan Ayew,1690000,2015-2016
Jan Vertonghen,1671000,2015-2016
Victor Anichebe,1664000,2015-2016
Nathan Dyer,1664000,2015-2016
Adrián,1820000,2015-2016
Leon Britton,1820000,2015-2016
Eric Dier,1820000,2015-2016
Jason Puncheon,1820000,2015-2016
Jack Colback,1820000,2015-2016
Marc Albrighton,1820000,2015-2016
Henri Saivet,1820000,2015-2016
Mark Schwarzer,1820000,2015-2016
Joselu,1820000,2015-2016
Marko Arnautovic,1820000,2015-2016
Shinji Okazaki,1820000,2015-2016
José Manuel Jurado,1820000,2015-2016
Jack Cork,1820000,2015-2016
Charlie Adam,1820000,2015-2016
Joel Ward,1820000,2015-2016
Leroy Fer,1820000,2015-2016
Wilfried Zaha,1820000,2015-2016
Manuel Lanzini,1820000,2015-2016
Scott Sinclair,1820000,2015-2016
Chris Brunt,1664000,2015-2016
Ángel Rangel,1664000,2015-2016
Troy Deeney,1820000,2015-2016
José Holebas,1560000,2015-2016
Marc Wilson,1560000,2015-2016
Gabriel Obertan,1560000,2015-2016
Ádám Bogdán,1560000,2015-2016
Chancel Mbemba,1560000,2015-2016
Rudy Gestede,1560000,2015-2016
Idrissa Gueye,1560000,2015-2016
James Morrison,1560000,2015-2016
Jan Kirchhoff,1560000,2015-2016
Billy Jones,1664000,2015-2016
Adam Federici,1560000,2015-2016
Ciaran Clark,1560000,2015-2016
Jon Flanagan,1560000,2015-2016
Brad Guzan,1560000,2015-2016
Sylvain Distin,1560000,2015-2016
Ryan Shawcross,2340000,2015-2016
Ashley Westwood,1560000,2015-2016
Odion Ighalo,1560000,2015-2016
Jonathan Walters,1560000,2015-2016
Jeffrey Schlupp,1560000,2015-2016
Brede Hangeland,1560000,2015-2016
Neil Taylor,1664000,2015-2016
Kyle Naughton,1664000,2015-2016
Phil Bardsley,1612000,2015-2016
Jefferson Montero,1560000,2015-2016
Florin Gardos,1560000,2015-2016
John Stones,1560000,2015-2016
Jores Okore,1560000,2015-2016
Timm Klose,1560000,2015-2016
Joel Campbell,1560000,2015-2016
Matt Jarvis,1560000,2015-2016
Pape Souaré,1560000,2015-2016
Jordan Amavi,1560000,2015-2016
Andrej Kramaric,1560000,2015-2016
Francis Coquelin,1560000,2015-2016
Victor Moses,1560000,2015-2016
Kasper Schmeichel,1820000,2015-2016
Ben Davies,1560000,2015-2016
Mile Jedinak,1820000,2015-2016
Wahbi Khazri,2080000,2015-2016
Dame N&#39;Doye,2101000,2015-2016
Tim Krul,2080000,2015-2016
Lamine Koné,2080000,2015-2016
Dieumerci Mbokani,2080000,2015-2016
Sandro,2080000,2015-2016
James McArthur,2080000,2015-2016
Jordy Clasie,2080000,2015-2016
Wes Brown,2080000,2015-2016
Steven Taylor,2080000,2015-2016
Carl Jenkinson,2080000,2015-2016
James Ward-Prowse,2080000,2015-2016
Enner Valencia,2080000,2015-2016
Fraser Forster,2080000,2015-2016
Juanmi,2080000,2015-2016
Adrian Mariappa,2080000,2015-2016
Siem de Jong,2080000,2015-2016
Seydou Doumbia,2154000,2015-2016
Dusan Tadic,2184000,2015-2016
James Tomkins,2184000,2015-2016
Valon Behrami,2184000,2015-2016
Daryl Janmaat,2340000,2015-2016
Oriol Romeu,1820000,2015-2016
Philipp Wollscheid,2340000,2015-2016
Riyad Mahrez,2340000,2015-2016
Moussa Sissoko,2340000,2015-2016
Gökhan Inler,2340000,2015-2016
Calum Chambers,2340000,2015-2016
Virgil van Dijk,2340000,2015-2016
Shane Long,2340000,2015-2016
Sadio Mané,2340000,2015-2016
Yannick Bolasie,2340000,2015-2016
Federico Fernández,2236000,2015-2016
Rickie Lambert,2236000,2015-2016
Nacho Monreal,2229000,2015-2016
Christian Fuchs,2210000,2015-2016
Nabil Bentaleb,2080000,2015-2016
Nordin Amrabat,2340000,2015-2016
Steven Caulker,2080000,2015-2016
Tim Howard,1976000,2015-2016
Erik Pieters,1950000,2015-2016
Sébastien Bassong,1950000,2015-2016
Graziano Pellè,1924000,2015-2016
Jack Rodwell,1924000,2015-2016
Wayne Routledge,1872000,2015-2016
John Ruddy,1872000,2015-2016
Alexandre Pato,1863000,2015-2016
Peter Odemwingie,1820000,2015-2016
Kieran Trippier,1820000,2015-2016
James Collins,1820000,2015-2016
Emmanuel Rivière,1820000,2015-2016
Vurnon Anita,1820000,2015-2016
Darron Gibson,1820000,2015-2016
Glen Johnson,1820000,2015-2016
Sylvain Marveaux,2080000,2015-2016
Robert Huth,1950000,2015-2016
Steven Naismith,1820000,2015-2016
Seamus Coleman,1976000,2015-2016
Peter Crouch,2080000,2015-2016
Ryan Bertrand,2080000,2015-2016
Leon Osman,2080000,2015-2016
Emmanuel Emenike,2017000,2015-2016
Kurt Zouma,2080000,2015-2016
Jeremain Lens,2080000,2015-2016
Youssouf Mulumbu,2080000,2015-2016
Étienne Capoue,2080000,2015-2016
Ibrahim Afellay,1820000,2015-2016
Arouna Koné,2080000,2015-2016
Michel Vorm,2080000,2015-2016
N&#39;Golo Kanté,2080000,2015-2016
Ramiro Funes Mori,2080000,2015-2016
Giannelli Imbula,2030000,2015-2016
Ross Barkley,2080000,2015-2016
Marouane Chamakh,2080000,2015-2016
Shola Ameobi,780000,2014-2015
Sammy Ameobi,780000,2014-2015
Jerome Thomas,780000,2014-2015
Michael Kightly,780000,2014-2015
Michael Keane,780000,2014-2015
James Wilson,780000,2014-2015
Doneil Henry,780000,2014-2015
Matthew Upson,780000,2014-2015
Jon Flanagan,780000,2014-2015
DeAndre Yedlin,780000,2014-2015
Zeki Fryers,780000,2014-2015
Karl Henry,780000,2014-2015
Tom Heaton,780000,2014-2015
Ben Amos,780000,2014-2015
Adrian Mariappa,780000,2014-2015
Eric Dier,780000,2014-2015
Richard Dunne,780000,2014-2015
Jordan Pickford,780000,2014-2015
Dwight Gayle,832000,2014-2015
Jason Shackell,884000,2014-2015
Chris Baird,884000,2014-2015
Jonathan Walters,780000,2014-2015
Neil Taylor,884000,2014-2015
David Jones,832000,2014-2015
Steve Harper,832000,2014-2015
Lukas Jutkiewicz,832000,2014-2015
Rob Elliot,780000,2014-2015
Sone Aluko,832000,2014-2015
David Meyler,832000,2014-2015
James Chester,832000,2014-2015
Kelvin Davis,832000,2014-2015
Diego Poyet,780000,2014-2015
Jack Grealish,780000,2014-2015
Yannick Sagbo,832000,2014-2015
Facundo Ferreyra,628000,2014-2015
Modou Barrow,780000,2014-2015
Glenn Whelan,780000,2014-2015
Ross Wallace,624000,2014-2015
Alex Bruce,624000,2014-2015
Héctor Bellerín,624000,2014-2015
Nick Powell,624000,2014-2015
Stephen Ward,624000,2014-2015
Scott Arfield,624000,2014-2015
Filip Djuricic,558000,2014-2015
Dwight Tiendalli,520000,2014-2015
Emiliano Martínez,520000,2014-2015
Damien Delaney,520000,2014-2015
Tom Thorpe,520000,2014-2015
Matt Gilks,520000,2014-2015
Wes Morgan,910000,2014-2015
Stephen Quinn,520000,2014-2015
Gerhard Tremmel,520000,2014-2015
Adlène Guédioura,624000,2014-2015
Mehdi Abeid,624000,2014-2015
Curtis Good,624000,2014-2015
Jeffrey Schlupp,650000,2014-2015
Leandro Bacuna,780000,2014-2015
Jordi Amat,728000,2014-2015
Steven Reid,728000,2014-2015
Dean Marney,728000,2014-2015
Paulo Gazzaniga,728000,2014-2015
Jack Butland,650000,2014-2015
Marcin Wasilewski,650000,2014-2015
Owen Garvan,624000,2014-2015
Nabil Bentaleb,650000,2014-2015
Ashley Barnes,650000,2014-2015
Andy Wilkinson,650000,2014-2015
Dean Hammond,650000,2014-2015
Sam Vokes,650000,2014-2015
Marvin Sordell,650000,2014-2015
Ashley Westwood,910000,2014-2015
George Boyd,1040000,2014-2015
Nathan Baker,910000,2014-2015
Joe Cole,1040000,2014-2015
Maynor Figueroa,1248000,2014-2015
Jordi Gómez,1248000,2014-2015
Liam Bridcutt,1196000,2014-2015
Emmanuel Mayuka,1196000,2014-2015
Cristian Gamboa,1196000,2014-2015
Eduardo Vargas,1174000,2014-2015
Vito Mannone,1170000,2014-2015
Costel Pantilimon,1170000,2014-2015
Marc Wilson,1170000,2014-2015
Yaya Sanogo,1144000,2014-2015
Leon Britton,1144000,2014-2015
Pape Souaré,1092000,2014-2015
Charlie Austin,1040000,2014-2015
Serge Gnabry,1040000,2014-2015
Aly Cissokho,1040000,2014-2015
Ahmed Elmohamady,1248000,2014-2015
Jake Livermore,1248000,2014-2015
Curtis Davies,1248000,2014-2015
Marc Muniesa,1300000,2014-2015
Vlad Chiriches,1300000,2014-2015
Chuba Akpom,520000,2014-2015
Saido Berahino,1300000,2014-2015
Craig Dawson,1300000,2014-2015
Danny Simpson,1300000,2014-2015
Morgan Amalfitano,1300000,2014-2015
Andy King,1300000,2014-2015
Bryan Oviedo,1258000,2014-2015
Joey O&#39;Brien,1300000,2014-2015
Bobby Zamora,1300000,2014-2015
Patrick van Aanholt,1300000,2014-2015
Scott Dann,1300000,2014-2015
Danny Drinkwater,1300000,2014-2015
Santiago Vergini,1300000,2014-2015
Ciaran Clark,1040000,2014-2015
Kieran Richardson,1040000,2014-2015
Riyad Mahrez,910000,2014-2015
Philippe Senderos,1040000,2014-2015
Ángel Rangel,1040000,2014-2015
Jefferson Montero,1040000,2014-2015
Nathan Dyer,1040000,2014-2015
Wayne Routledge,1040000,2014-2015
Ryan Mason,1040000,2014-2015
Sébastien Pocognoli,1040000,2014-2015
Aaron Cresswell,1040000,2014-2015
Adrián,1040000,2014-2015
Diafra Sakho,1040000,2014-2015
Jussi Jääskeläinen,1040000,2014-2015
Boaz Myhill,962000,2014-2015
Kieran Trippier,936000,2014-2015
Matt Phillips,936000,2014-2015
Jason Davidson,936000,2014-2015
Danny Ings,936000,2014-2015
Anthony Réveillère,1040000,2014-2015
Clint Hill,1040000,2014-2015
Armand Traoré,1040000,2014-2015
John Stones,1040000,2014-2015
Lewis Baker,1040000,2014-2015
Nathan Aké,1040000,2014-2015
Jason Puncheon,1040000,2014-2015
Julián Speroni,1040000,2014-2015
Wayne Hennessey,1040000,2014-2015
Joel Robles,1040000,2014-2015
Andrew Robertson,1040000,2014-2015
Alex McCarthy,1040000,2014-2015
Paul McShane,1040000,2014-2015
Anthony Knockaert,1040000,2014-2015
Chris Wood,1040000,2014-2015
Leonardo Ulloa,1040000,2014-2015
Liam Moore,1040000,2014-2015
Mike Williamson,1040000,2014-2015
Robbie Brady,520000,2014-2015
Jordan Rossiter,78000,2014-2015
Liam Rosenior,520000,2014-2015
Steven Hewitt,31000,2014-2015
Conrad Logan,47000,2014-2015
Courtney Duffus,42000,2014-2015
Russell Griffiths,42000,2014-2015
Jonjoe Kenny,42000,2014-2015
Joe Williams,42000,2014-2015
Gethin Jones,42000,2014-2015
George Honeyman,42000,2014-2015
Riccardo Calder,39000,2014-2015
Luke McGee,39000,2014-2015
Freddie Woodman,39000,2014-2015
Rolando Aarons,39000,2014-2015
Lubomir Satka,39000,2014-2015
Adam Smith,36000,2014-2015
Lewis Page,36000,2014-2015
James Pearson,34000,2014-2015
Chris Long,47000,2014-2015
Jake Gray,52000,2014-2015
Liam Agnew,52000,2014-2015
Conor Townsend,52000,2014-2015
MJ Williams,78000,2014-2015
Kenji Gorré,78000,2014-2015
Adam Thomas,78000,2014-2015
George Glendon,78000,2014-2015
Lewis Kinsella,78000,2014-2015
Kwesi Appiah,62000,2014-2015
Stephen Kingsley,52000,2014-2015
Michael Petrasso,52000,2014-2015
Raheem Hanley,52000,2014-2015
Sam McQueen,52000,2014-2015
Milos Veljkovic,52000,2014-2015
Matt Macey,52000,2014-2015
Duncan Watmore,52000,2014-2015
Jack Barmby,52000,2014-2015
Rory Watson,31000,2014-2015
Adam Armstrong,31000,2014-2015
Andre Wisdom,520000,2014-2015
Josh Cullen,31000,2014-2015
Ryan Huddart,20800,2014-2015
Rushian Hepburn-Murphy,20800,2014-2015
Jamie Sterry,20800,2014-2015
Cameron Dummigan,20800,2014-2015
Aaron Mitchell,20800,2014-2015
