name,annual_gross_gbp,season
Sergio Gómez,2600000,2023-24
Andreas Pereira,2600000,2023-24
Antonee Robinson,2600000,2023-24
Harrison Reed,2600000,2023-24
Kenny Tete,2600000,2023-24
Pedro Neto,2600000,2023-24
Max Kilman,2600000,2023-24
Matt Doherty,2600000,2023-24
Sean Longstaff,2600000,2023-24
Wataru Endo,2600000,2023-24
Albert Sambi Lokonga,2600000,2023-24
Jérémy Doku,2600000,2023-24
Oscar Bobb,2600000,2023-24
Alejandro Garnacho,2600000,2023-24
Mason Greenwood,2600000,2023-24
Tino Livramento,2600000,2023-24
Nayef Aguerd,2600000,2023-24
Neco Williams,2600000,2023-24
Serge Aurier,2600000,2023-24
Taiwo Awoniyi,2600000,2023-24
Micky van de Ven,2600000,2023-24
Aaron Cresswell,2600000,2023-24
Konstantinos Mavropanos,2600000,2023-24
Will Hughes,2600000,2023-24
Zack Steffen,2392000,2023-24
Callum Wilson,2392000,2023-24
Daniel Muñoz,2340000,2023-24
Odysseas Vlachodimos,2340000,2023-24
Philip Billing,2340000,2023-24
Rob Holding,2340000,2023-24
Tom Heaton,2340000,2023-24
Craig Dawson,2340000,2023-24
Matt Ritchie,2340000,2023-24
Moussa Niakhaté,2340000,2023-24
Fábio Vieira,2340000,2023-24
Fabian Schär,2340000,2023-24
Cheikhou Kouyaté,2340000,2023-24
Jack Cork,2340000,2023-24
Josh Brownhill,2340000,2023-24
Malo Gusto,2340000,2023-24
Roméo Lavia,2340000,2023-24
Calvin Bassey,2340000,2023-24
Mario Lemina,2340000,2023-24
Bryan Mbeumo,2340000,2023-24
Lesley Ugochukwu,2340000,2023-24
Igor,2340000,2023-24
Ashley Young,2080000,2023-24
Lewis Cook,2080000,2023-24
Kristoffer Ajer,2080000,2023-24
Emile Smith Rowe,2080000,2023-24
Jamaal Lascelles,2080000,2023-24
Matheus França,2080000,2023-24
Matt Turner,2080000,2023-24
Tosin Adarabioyo,2080000,2023-24
Armando Broja,2080000,2023-24
Giovanni Reyna,2080000,2023-24
Bryan Gil,2080000,2023-24
Emerson,2080000,2023-24
Frank Onyeka,2080000,2023-24
Sam Johnstone,2080000,2023-24
Deivid Washington,2080000,2023-24
Ola Aina,2080000,2023-24
Josh Cullen,2080000,2023-24
Alex Scott,2080000,2023-24
Harvey Elliott,2080000,2023-24
Tyrick Mitchell,2080000,2023-24
Armando Broja,2080000,2023-24
Oliver Skipp,2080000,2023-24
Sander Berge,2080000,2023-24
Stefan Bajcetic,2080000,2023-24
José Sá,2080000,2023-24
Willy Boly,2080000,2023-24
Jay Rodríguez,2080000,2023-24
Martin Dubravka,2080000,2023-24
Nicolás Domínguez,1820000,2023-24
Rhian Brewster,1820000,2023-24
Matz Sels,1820000,2023-24
Marcus Bettinelli,1820000,2023-24
Jarrad Branthwaite,1820000,2023-24
Ryan Fredericks,1820000,2023-24
Altay Bayındır,1820000,2023-24
Christian Nørgaard,1820000,2023-24
Jean-Ricner Bellegarde,1820000,2023-24
Tariq Lamptey,1820000,2023-24
Keane Lewis-Potter,1820000,2023-24
Bart Verbruggen,1820000,2023-24
Jacob Murphy,1820000,2023-24
Javier Manquillo,1820000,2023-24
Paul Dummett,1820000,2023-24
Andrew Omobamidele,1820000,2023-24
Ben Brereton,1820000,2023-24
Rico Henry,1820000,2023-24
Harry Toffolo,1820000,2023-24
Romain Faivre,1820000,2023-24
Adam Wharton,1820000,2023-24
Jacob Bruun Larsen,1820000,2023-24
Joel Ward,1820000,2023-24
Bobby Reid,1820000,2023-24
Álex Moreno,1820000,2023-24
Nathan Redmond,1820000,2023-24
Vladimir Coufal,1820000,2023-24
Sasa Kalajdzic,1820000,2023-24
Adam Smith,1820000,2023-24
Chris Mepham,1820000,2023-24
Jóhann Berg Gudmundsson,1820000,2023-24
Dango Ouattara,1820000,2023-24
Harry Wilson,1820000,2023-24
Ryan Giles,1820000,2023-24
Marcus Tavernier,1820000,2023-24
Max Aarons,1820000,2023-24
Jonny Otto,1820000,2023-24
Lyle Foster,1690000,2023-24
Fodé Ballo-Touré,1690000,2023-24
Nathan Collins,1560000,2023-24
Vitaly Janelt,1560000,2023-24
Orel Mangala,1560000,2023-24
Zeki Amdouni,1560000,2023-24
Youssef Chermiti,1560000,2023-24
Nuno Tavares,1560000,2023-24
Ethan Pinnock,1560000,2023-24
James Garner,1560000,2023-24
Tahith Chong,1560000,2023-24
Lloyd Kelly,1560000,2023-24
João Gomes,1560000,2023-24
Jacob Brown,1560000,2023-24
Danilo,1560000,2023-24
Santiago Bueno,1560000,2023-24
Joshua Da Silva,1560000,2023-24
Marvelous Nakamba,1560000,2023-24
Ross Barkley,1560000,2023-24
Tom Davies,1560000,2023-24
Mikkel Damsgaard,1560000,2023-24
Milos Kerkez,1560000,2023-24
Marquinhos,1560000,2023-24
Gustavo Hamer,1560000,2023-24
Vinicius Souza,1560000,2023-24
Scott Carson,1560000,2023-24
Evan Ferguson,1560000,2023-24
Mark Flekken,1560000,2023-24
Tom Cairney,1560000,2023-24
Charlie Taylor,1560000,2023-24
Anel Ahmedhodzic,1560000,2023-24
Elliot Anderson,1560000,2023-24
Jhon Durán,1560000,2023-24
Tim Ream,1560000,2023-24
David Datro Fofana,1560000,2023-24
Murillo,1560000,2023-24
Cameron Archer,1560000,2023-24
Connor Roberts,1560000,2023-24
Ionut Radu,1560000,2023-24
Jan Paul van Hecke,1560000,2023-24
Amad Diallo,1500000,2023-24
Nathan Patterson,1456000,2023-24
Yoane Wissa,1300000,2023-24
Djordje Petrovic,1300000,2023-24
Djed Spence,1300000,2023-24
Anthony Elanga,1300000,2023-24
Auston Trusty,1300000,2023-24
Thomas Strakosha,1300000,2023-24
Nathan Ferguson,1300000,2023-24
Gonzalo Montiel,1300000,2023-24
Zanka,1300000,2023-24
Ryan Yates,1300000,2023-24
Vitinho,1300000,2023-24
Oliver McBurnie,1300000,2023-24
John Fleck,1300000,2023-24
Rico Lewis,1300000,2023-24
Dwight McNeil,1300000,2023-24
Valentín Barco,1300000,2023-24
Thomas Kaminski,1300000,2023-24
Alejo Véliz,1300000,2023-24
Jordan Ayew,1300000,2023-24
Toti Gomes,1300000,2023-24
Darren Randolph,1300000,2023-24
Ilya Zabarnyi,1300000,2023-24
Adam Davies,1300000,2023-24
Tim Krul,1300000,2023-24
Aaron Ramsey,1300000,2023-24
James Trafford,1300000,2023-24
Jack Robinson,1300000,2023-24
Ivo Grbic,1300000,2023-24
Benson Manuel,1300000,2023-24
Arijanet Muric,1300000,2023-24
Carlos Vinícius,1300000,2023-24
Isaac Hayden,1144000,2023-24
Antoine Semenyo,1040000,2023-24
Andros Townsend,1040000,2023-24
Cauley Woodrow,1040000,2023-24
Giulian Biancone,1040000,2023-24
Morgan Rogers,1040000,2023-24
Tom Lockyer,1040000,2023-24
Mark Travers,1040000,2023-24
Jayden Bogle,1040000,2023-24
Ben Johnson,1040000,2023-24
Issa Kabore,1040000,2023-24
Facundo Pellistri,1040000,2023-24
Hjalmar Ekdal,1040000,2023-24
Ben Osborn,1040000,2023-24
Enso González,1040000,2023-24
Harry Arter,1040000,2023-24
Dara O&#39;Shea,1040000,2023-24
Mads Roerslev Rasmussen,1040000,2023-24
Kobbie Mainoo,1040000,2023-24
Jordan Amissah,1040000,2023-24
Ivan Toney,1040000,2023-24
Jason Steele,1040000,2023-24
Naouirou Ahamada,1040000,2023-24
Billy Gilmour,1040000,2023-24
Scott McKenna,1040000,2023-24
Oliver Norwood,1040000,2023-24
Ethan Horvath,890000,2023-24
Yunus Emre Konak,780000,2023-24
Marek Rodak,780000,2023-24
Ben Doak,780000,2023-24
Curtis Jones,780000,2023-24
Jarell Quansah,780000,2023-24
Michael Obafemi,780000,2023-24
Chiedozie Ogbene,780000,2023-24
Daiki Hashioka,780000,2023-24
Mads Juel Andersen,780000,2023-24
Han-Noah Massengo,780000,2023-24
Hannes Delcroix,780000,2023-24
Anass Zaroury,780000,2023-24
Ameen Al-Dakhil,780000,2023-24
Facundo Buonanotte,780000,2023-24
Shandon Baptiste,780000,2023-24
Saman Ghoddos,780000,2023-24
Brandon Austin,780000,2023-24
Wayne Hennessey,780000,2023-24
Andre Brooks,780000,2023-24
Chris Basham,780000,2023-24
James McAtee,780000,2023-24
Luke Thomas,780000,2023-24
Ashley Phillips,780000,2023-24
Kieffer Moore,780000,2023-24
Enes Ünal,780000,2023-24
Emiliano Marcondes,780000,2023-24
Bruno Jordão,780000,2023-24
Steven Alzate,780000,2023-24
Reece Burke,650000,2023-24
Carlos Baleba,650000,2023-24
Wes Foderingham,650000,2023-24
Anis Slimane,650000,2023-24
William Osula,650000,2023-24
Luke Harris,650000,2023-24
Simon Adingra,650000,2023-24
John Egan,650000,2023-24
Elijah Adebayo,650000,2023-24
Joe Gauci,520000,2023-24
Mike Trésor,520000,2023-24
Daniel Bentley,520000,2023-24
Rhys Williams,520000,2023-24
Wilson Odobert,520000,2023-24
Diego Moreira,520000,2023-24
Conor Bradley,520000,2023-24
Caoimhín Kelleher,520000,2023-24
Brandon Aguilera,520000,2023-24
Kortney Hause,520000,2023-24
Amari&#39;i Bell,520000,2023-24
Carlton Morris,520000,2023-24
Luca Koleosho,520000,2023-24
Karl Hein,520000,2023-24
Hákon Rafn Valdimarsson,520000,2023-24
Tom McGill,520000,2023-24
Ellery Balcombe,520000,2023-24
Darko Churlinov,520000,2023-24
Lorenz Assignon,520000,2023-24
Teden Mengi,520000,2023-24
Dan Potts,520000,2023-24
Rayan Aït-Nouri,520000,2023-24
Pelly Ruddock Mpanzu,520000,2023-24
Luke Berry,520000,2023-24
Joe Whitworth,520000,2023-24
Hugo Bueno,520000,2023-24
Gabriel Osho,520000,2023-24
Jakub Moder,520000,2023-24
Julio Enciso,520000,2023-24
Kevin Schade,520000,2023-24
Bénie Traoré,520000,2023-24
Loris Karius,520000,2023-24
Malcolm Ebiowei,520000,2023-24
Max Lowe,520000,2023-24
Yasser Larouci,520000,2023-24
Andrey Santos,520000,2023-24
Steven Benda,520000,2023-24
Femi Seriki,520000,2023-24
George Baldock,520000,2023-24
Tommy Doyle,520000,2023-24
Ismaila Coulibaly,520000,2023-24
Tom King,520000,2023-24
Mark Gillespie,520000,2023-24
Jack Hinshelwood,520000,2023-24
Lewis Dobbin,416000,2023-24
Charlie Goode,416000,2023-24
Joe Rothwell,416000,2023-24
Cesare Casadei,390000,2023-24
Remi Matthews,390000,2023-24
James Shea,390000,2023-24
João Virgínia,390000,2023-24
Andy Lonergan,390000,2023-24
Rodrigo Ribeiro,390000,2023-24
Willy Kambwala,390000,2023-24
Alfie Doughty,390000,2023-24
Jesurun Rak-Sakyi,390000,2023-24
Rodrigo Muniz,390000,2023-24
Alfie Whiteman,390000,2023-24
Lewis Hall,364000,2023-24
Tyrese Francois,364000,2023-24
Lawrence Vigouroux,364000,2023-24
CJ Egan-Riley,312000,2023-24
Fred Onyedinma,312000,2023-24
Joe Hodge,260000,2023-24
Maxime Estève,260000,2023-24
Tyler Onyango,260000,2023-24
Lewis Miley,260000,2023-24
Yegor Yarmolyuk,260000,2023-24
Noha Lemina,260000,2023-24
Shola Shoretire,260000,2023-24
Myles Peart-Harris,260000,2023-24
Jordan Clark,260000,2023-24
Conor Coventry,260000,2023-24
Tim Iroegbunam,260000,2023-24
Divin Mubama,208000,2023-24
Daniel Jebbison,208000,2023-24
Enock Agyei,208000,2023-24
Joseph Anang,208000,2023-24
Rhys Norrington-Davies,208000,2023-24
Alex Mighten,180000,2023-24
Denis Franchi,156000,2023-24
James Hill,156000,2023-24
Jordan Beyer,156000,2023-24
Elliot Thorpe,130000,2023-24
Ryan Trevitt,130000,2023-24
Gavin Kilkenny,78000,2023-24
Louie Marsh,52000,2023-24
Cristiano Ronaldo,26780000,2022-23
Kevin De Bruyne,20800000,2022-23
Erling Haaland,19500000,2022-23
David de Gea,19500000,2022-23
Casemiro,18200000,2022-23
Mohamed Salah,18200000,2022-23
Raphaël Varane,17680000,2022-23
Raheem Sterling,16900000,2022-23
Jack Grealish,15600000,2022-23
Kalidou Koulibaly,15340000,2022-23
N'Golo Kante,15080000,2022-23
Gabriel Jesus,13780000,2022-23
Jadon Sancho,13000000,2022-23
Kai Havertz,13000000,2022-23
Reece James,13000000,2022-23
João Cancelo,13000000,2022-23
Anthony Martial,13000000,2022-23
John Stones,13000000,2022-23
Bruno Fernandes,12480000,2022-23
Phil Foden,11700000,2022-23
Virgil van Dijk,11440000,2022-23
Rodri,11440000,2022-23
Marcel Sabitzer,10920000,2022-23
Wesley Fofana,10400000,2022-23
Ben Chilwell,10400000,2022-23
Jordan Henderson,10400000,2022-23
Antony,10400000,2022-23
Marcus Rashford,10400000,2022-23
Thiago,10400000,2022-23
Thomas Partey,10400000,2022-23
Harry Kane,10400000,2022-23
Joao Felix,10140000,2022-23
Bukayo Saka,10140000,2022-23
Heung-min Son,9880000,2022-23
Harry Maguire,9880000,2022-23
Roberto Firmino,9360000,2022-23
Manuel Akanji,9360000,2022-23
Gabriel Martinelli,9360000,2022-23
Rúben Dias,9360000,2022-23
Fabinho,9360000,2022-23
Trent Alexander-Arnold,9360000,2022-23
Ivan Perisic,9360000,2022-23
César Azpilicueta,9360000,2022-23
Enzo Fernández,9360000,2022-23
Marc Cucurella,9100000,2022-23
Cristian Romero,8580000,2022-23
Kyle Walker,8320000,2022-23
Andrew Robertson,8320000,2022-23
Riyad Mahrez,8320000,2022-23
Pierre-Emerick Aubameyang,8320000,2022-23
Alisson,7800000,2022-23
Boubacar Kamara,7800000,2022-23
Kalvin Phillips,7800000,2022-23
Christian Eriksen,7800000,2022-23
Bernardo Silva,7800000,2022-23
Kepa Arrizabalaga,7800000,2022-23
Christian Pulisic,7800000,2022-23
Luke Shaw,7800000,2022-23
Lucas Paquetá,7800000,2022-23
Oleksandr Zinchenko,7800000,2022-23
Clément Lenglet,7540000,2022-23
Ilkay Gündogan,7280000,2022-23
Diogo Jota,7280000,2022-23
Darwin Núñez,7280000,2022-23
Jamie Vardy,7280000,2022-23
Wilfried Zaha,6760000,2022-23
Jordan Pickford,6500000,2022-23
Kurt Zouma,6500000,2022-23
Danny Ings,6500000,2022-23
Philippe Coutinho,6500000,2022-23
Lisandro Martínez,6240000,2022-23
Aymeric Laporte,6240000,2022-23
Alphonse Areola,6240000,2022-23
Lucas Digne,6240000,2022-23
Fred,6240000,2022-23
Donny van de Beek,6240000,2022-23
Abdoulaye Doucouré,6240000,2022-23
Emiliano Martínez,6240000,2022-23
Granit Xhaka,6240000,2022-23
Aaron Ramsdale,6240000,2022-23
Cody Gakpo,6240000,2022-23
Alexander Isak,6240000,2022-23
Ruben Loftus-Cheek,6240000,2022-23
Victor Lindelöf,6240000,2022-23
Ben White,6240000,2022-23
Alex Oxlade-Chamberlain,6240000,2022-23
John McGinn,6240000,2022-23
Danny Ings,6240000,2022-23
Kieran Trippier,6240000,2022-23
Yerry Mina,6240000,2022-23
Naby Keïta,6240000,2022-23
Bruno Guimarães,6240000,2022-23
Martin Ødegaard,5980000,2022-23
Jorginho,5720000,2022-23
James Maddison,5720000,2022-23
Jorginho,5720000,2022-23
Thiago Silva,5720000,2022-23
Kieran Tierney,5720000,2022-23
Dejan Kulusevski,5720000,2022-23
Arthur,5720000,2022-23
Joel Matip,5200000,2022-23
Leon Bailey,5200000,2022-23
João Moutinho,5200000,2022-23
Tyrone Mings,5200000,2022-23
Eddie Nketiah,5200000,2022-23
Diego Carlos,5200000,2022-23
Pierre-Emile Höjbjerg,5200000,2022-23
Hugo Lloris,5200000,2022-23
James Ward-Prowse,5200000,2022-23
Ederson,5200000,2022-23
Jonny Evans,5200000,2022-23
Gabriel Magalhães,5200000,2022-23
Julián Álvarez,5200000,2022-23
Carney Chukwuemeka,5200000,2022-23
Hakim Ziyech,5200000,2022-23
Mateo Kovacic,5200000,2022-23
Mykhailo Mudryk,5200000,2022-23
Dean Henderson,5200000,2022-23
Amadou Onana,5200000,2022-23
Rodrigo,5200000,2022-23
Dominic Calvert-Lewin,5200000,2022-23
Raúl Jiménez,5200000,2022-23
Matt Targett,5200000,2022-23
James Tarkowski,5200000,2022-23
Emerson,4940000,2022-23
Richarlison,4680000,2022-23
Benjamin Mendy,4680000,2022-23
Leander Dendoncker,4680000,2022-23
Denis Zakaria,4680000,2022-23
Lucas Moura,4680000,2022-23
Adam Lallana,4680000,2022-23
Jack Harrison,4680000,2022-23
Gianluca Scamacca,4680000,2022-23
Odsonne Edouard,4680000,2022-23
Pablo Sarabia,4680000,2022-23
Sven Botman,4680000,2022-23
Aaron Wan-Bissaka,4680000,2022-23
Keylor Navas,4680000,2022-23
Nathan Aké,4680000,2022-23
Leandro Trossard,4680000,2022-23
Benoît Badiashile,4680000,2022-23
Layvin Kurzawa,4680000,2022-23
Bernd Leno,4680000,2022-23
Gonçalo Guedes,4680000,2022-23
Michail Antonio,4420000,2022-23
Joe Gomez,4420000,2022-23
Joelinton,4420000,2022-23
Matheus Nunes,4420000,2022-23
Pedro Porro,4420000,2022-23
Eric Dier,4420000,2022-23
Diogo Dalot,4420000,2022-23
Joachim Andersen,4160000,2022-23
Jesse Lingard,4160000,2022-23
Felipe,4160000,2022-23
Thilo Kehrer,4160000,2022-23
Boubakary Soumaré,4160000,2022-23
Chris Wood,4160000,2022-23
Idrissa Gueye,4160000,2022-23
Nélson Semedo,4160000,2022-23
Mislav Orsic,4160000,2022-23
Aleksandar Mitrovic,4160000,2022-23
Chris Wood,4160000,2022-23
Ben Davies,4160000,2022-23
Kelechi Iheanacho,4160000,2022-23
Matty Cash,4160000,2022-23
Michael Keane,4160000,2022-23
Joe Willock,4160000,2022-23
Ricardo Pereira,4160000,2022-23
Ryan Bertrand,4160000,2022-23
Salomón Rondón,4160000,2022-23
Morgan Gibbs-White,4160000,2022-23
Mason Mount,4160000,2022-23
Nathaniel Clyne,4160000,2022-23
Bertrand Traoré,4050000,2022-23
Phil Jones,3900000,2022-23
Dennis Praet,3900000,2022-23
Luka Milivojevic,3900000,2022-23
Douglas Luiz,3900000,2022-23
Theo Walcott,3900000,2022-23
Jonjo Shelvey,3900000,2022-23
Lewis Dunk,3900000,2022-23
Cédric Soares,3900000,2022-23
Emiliano Buendía,3900000,2022-23
Ben Godfrey,3900000,2022-23
Ollie Watkins,3900000,2022-23
Mason Greenwood,3900000,2022-23
Rodrigo Bentancur,3900000,2022-23
Fraser Forster,3900000,2022-23
Cédric Soares,3900000,2022-23
Tyrell Malacia,3900000,2022-23
Weston McKennie,3900000,2022-23
Vicente Guaita,3900000,2022-23
Patson Daka,3900000,2022-23
Wilfred Ndidi,3900000,2022-23
Patrick Bamford,3640000,2022-23
Ibrahima Konaté,3640000,2022-23
Jonjo Shelvey,3640000,2022-23
Issa Diop,3640000,2022-23
Jacob Ramsey,3640000,2022-23
Mason Holgate,3640000,2022-23
Alex Iwobi,3640000,2022-23
Allan Saint-Maximin,3640000,2022-23
Angelo Ogbonna,3640000,2022-23
Manuel Lanzini,3640000,2022-23
Aaron Hickey,3640000,2022-23
Georginio Rutter,3640000,2022-23
Joe Aribo,3640000,2022-23
Jannik Vestergaard,3640000,2022-23
Luis Sinisterra,3380000,2022-23
Tomas Soucek,3380000,2022-23
Nathaniel Phillips,3380000,2022-23
Pablo Fornals,3380000,2022-23
Maxwel Cornet,3380000,2022-23
Lukasz Fabianski,3380000,2022-23
Stuart Armstrong,3380000,2022-23
Moussa Djenepo,3380000,2022-23
Matt Doherty,3380000,2022-23
Davinson Sánchez,3380000,2022-23
Brandon Williams,3380000,2022-23
Timothy Castagne,3380000,2022-23
Pascal Groß,3380000,2022-23
Sasa Lukic,3276000,2022-23
Jarrod Bowen,3120000,2022-23
Mohamed Elyounoussi,3120000,2022-23
Daniel Podence,3120000,2022-23
Scott McTominay,3120000,2022-23
Declan Rice,3120000,2022-23
Anthony Gordon,3120000,2022-23
Adrián,3120000,2022-23
Renan Lodi,3120000,2022-23
James Milner,3120000,2022-23
Jan Bednarek,3120000,2022-23
Jan Bednarek,3120000,2022-23
Junior Firpo,3120000,2022-23
Nick Pope,3120000,2022-23
Miguel Almirón,3120000,2022-23
Cheick Doucouré,3120000,2022-23
Matheus Cunha,3120000,2022-23
Reiss Nelson,3120000,2022-23
Moisés Caicedo,3120000,2022-23
Jakub Kiwior,3016000,2022-23
Vitaliy Mykolenko,3016000,2022-23
James McArthur,2860000,2022-23
Stefan Ortega Moreno,2860000,2022-23
Boubacar Traoré,2860000,2022-23
Adama Traoré,2860000,2022-23
Saïd Benrahma,2860000,2022-23
Jefferson Lerma,2860000,2022-23
Ben Mee,2860000,2022-23
Yves Bissouma,2860000,2022-23
Ryan Sessegnon,2860000,2022-23
Adam Webster,2860000,2022-23
Danny Welbeck,2860000,2022-23
Ibrahima Diallo,2860000,2022-23
Adam Armstrong,2860000,2022-23
Edouard Mendy,2860000,2022-23
Chris Richards,2860000,2022-23
Jairo Riedewald,2860000,2022-23
Conor Coady,2860000,2022-23
Seamus Coleman,2860000,2022-23
Luis Díaz,2860000,2022-23
Emil Krafth,2860000,2022-23
Dan Burn,2860000,2022-23
Mohamed Elneny,2860000,2022-23
Tyler Adams,2860000,2022-23
Nampalys Mendy,2860000,2022-23
Takehiro Tomiyasu,2860000,2022-23
Serge Aurier,2600000,2022-23
Ashley Young,2600000,2022-23
Taiwo Awoniyi,2600000,2022-23
Solly March,2600000,2022-23
Pervis Estupiñán,2600000,2022-23
Alex McCarthy,2600000,2022-23
Neto,2600000,2022-23
Albert Sambi Lokonga,2600000,2022-23
Ryan Christie,2600000,2022-23
Alexis Mac Allister,2600000,2022-23
Tetê,2600000,2022-23
Mathias Jensen,2600000,2022-23
Axel Tuanzebe,2600000,2022-23
Aaron Cresswell,2600000,2022-23
Neco Williams,2600000,2022-23
Conor Gallagher,2600000,2022-23
Jeffrey Schlupp,2600000,2022-23
Marcos Senesi,2600000,2022-23
Noni Madueke,2600000,2022-23
Konstantinos Tsimikas,2600000,2022-23
Sean Longstaff,2600000,2022-23
Robin Olsen,2600000,2022-23
Diego Costa,2600000,2022-23
Sergio Gómez,2600000,2022-23
Pedro Neto,2600000,2022-23
David Brooks,2600000,2022-23
Dominic Solanke,2600000,2022-23
Alejandro Garnacho,2600000,2022-23
Marc Guéhi,2600000,2022-23
Nayef Aguerd,2600000,2022-23
Jean-Philippe Mateta,2600000,2022-23
Albert Sambi Lokonga,2600000,2022-23
Trevoh Chalobah,2600000,2022-23
Calum Chambers,2600000,2022-23
Willian,2600000,2022-23
Pascal Struijk,2600000,2022-23
Wout Faes,2600000,2022-23
Neal Maupay,2600000,2022-23
Kenny Tete,2600000,2022-23
João Palhinha,2600000,2022-23
Rúben Neves,2600000,2022-23
Daniel James,2600000,2022-23
Marc Roca,2600000,2022-23
Andreas Pereira,2600000,2022-23
James Tomkins,2600000,2022-23
Callum Wilson,2392000,2022-23
Bryan Mbeumo,2340000,2022-23
Fábio Vieira,2340000,2022-23
Marc Albrighton,2340000,2022-23
Moussa Niakhaté,2340000,2022-23
Caglar Söyüncü,2340000,2022-23
Ayoze Pérez,2340000,2022-23
Jack Stephens,2340000,2022-23
Hamed Junior Traorè,2340000,2022-23
Michael Olise,2340000,2022-23
Cheikhou Kouyaté,2340000,2022-23
